agent,session_id_hash,session_tag,prompt_index,prompt_tag,start_ts_ms,end_ts_ms,duration_ms,duration_s,tool_events,llm_events,end_source,span_stack
codex,56ca6d8a6923,paperagentfl,0,paperagentfl,1781491446368,1781491453915,7547,7.547,2,7,session_last_event,project:agentsight;agent:codex;session:paperagentfl;prompt:paperagentfl;span:prompt
codex,801bcf6fc081,benchmarks,0,read,1781491428008,1781491438167,10159,10.159,4,8,session_last_event,project:agentsight;agent:codex;session:benchmarks;prompt:read;span:prompt
codex,ef9597cbd01e,countlines,0,countlines,1781491414223,1781491420600,6377,6.377,2,7,session_last_event,project:agentsight;agent:codex;session:countlines;prompt:countlines;span:prompt
codex,ed22a7ddabba,docs,0,review,1781491399149,1781491406852,7703,7.703,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:review;span:prompt
codex,e6bdcd184890,coda,0,read,1781491385760,1781491391348,5588,5.588,2,7,session_last_event,project:agentsight;agent:codex;session:coda;prompt:read;span:prompt
codex,ecee4759cba5,docs,0,docsupdate,1781491372588,1781491378277,5689,5.689,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:docsupdate;span:prompt
codex,363cc611be86,research,0,research,1781491088775,1781491101902,13127,13.127,2,7,session_last_event,project:agentsight;agent:codex;session:research;prompt:research;span:prompt
codex,4f0df86a9dad,rootpidrefsc,0,rootpidrefs,1781491062465,1781491069573,7108,7.108,2,7,session_last_event,project:agentsight;agent:codex;session:rootpidrefsc;prompt:rootpidrefs;span:prompt
codex,ca72f31bee74,docsupdate,0,docsupdate,1781491048469,1781491055336,6867,6.867,2,7,session_last_event,project:agentsight;agent:codex;session:docsupdate;prompt:docsupdate;span:prompt
codex,119427a000ab,refactor,0,refactordocs,1781491032582,1781491040629,8047,8.047,2,7,session_last_event,project:agentsight;agent:codex;session:refactor;prompt:refactordocs;span:prompt
codex,9d7d383aa5c3,refactor,0,claimid,1781490976632,1781490988241,11609,11.609,2,7,session_last_event,project:agentsight;agent:codex;session:refactor;prompt:claimid;span:prompt
codex,24ea2fc15540,jsonokno,0,jsonokno,1781490958180,1781490968974,10794,10.794,2,7,session_last_event,project:agentsight;agent:codex;session:jsonokno;prompt:jsonokno;span:prompt
codex,c702c75f3de8,paperagentfl,0,paperagentfl,1781490945556,1781490950798,5242,5.242,2,7,session_last_event,project:agentsight;agent:codex;session:paperagentfl;prompt:paperagentfl;span:prompt
codex,8cfb69026f96,benchmarks,0,read,1781490917844,1781490938487,20643,20.643,4,8,session_last_event,project:agentsight;agent:codex;session:benchmarks;prompt:read;span:prompt
codex,a2ae809ad3ff,countlines,0,countlines,1781490901096,1781490907664,6568,6.568,2,7,session_last_event,project:agentsight;agent:codex;session:countlines;prompt:countlines;span:prompt
codex,406e747b54c4,docs,0,review,1781490888378,1781490893954,5576,5.576,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:review;span:prompt
codex,c7f7963f05b7,coda,0,read,1781490871101,1781490880869,9768,9.768,2,7,session_last_event,project:agentsight;agent:codex;session:coda;prompt:read;span:prompt
codex,58db81aebd5c,docs,0,docsupdate,1781490852297,1781490863833,11536,11.536,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:docsupdate;span:prompt
codex,708bcfc1ccfc,docs,0,docsupdate,1781490628116,1781490636089,7973,7.973,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:docsupdate;span:prompt
codex,87ce59d9a33d,docs,0,docsupdate,1781490265962,1781490272683,6721,6.721,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:docsupdate;span:prompt
codex,3b7da199722c,docs,0,docsupdate,1781490209134,1781490215811,6677,6.677,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:docsupdate;span:prompt
codex,7e1b858c48f9,docs,0,docsupdate,1781489627368,1781489634818,7450,7.45,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:docsupdate;span:prompt
codex,56acdb7b7b58,docs,0,docsupdate,1781489537412,1781489543001,5589,5.589,2,7,session_last_event,project:agentsight;agent:codex;session:docs;prompt:docsupdate;span:prompt
codex,51d241e81c3d,analyze,0,trace,1781488938421,1781488938422,1,0.001,0,9,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,51d241e81c3d,analyze,1,impact,1781488938422,1781488938423,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:impact;span:prompt
codex,51d241e81c3d,analyze,2,optimize,1781488938423,1781488938424,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:optimize;span:prompt
codex,51d241e81c3d,analyze,3,research,1781488938423,1781488938424,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:research;span:prompt
codex,51d241e81c3d,analyze,4,evaluate,1781488938424,1781488938425,1,0.001,0,28,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:evaluate;span:prompt
codex,51d241e81c3d,analyze,5,analyze,1781488938425,1781488938426,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,6,analyze,1781488938425,1781488938426,1,0.001,0,12,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,7,analyze,1781488938425,1781488938426,1,0.001,0,395,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,8,design,1781488938425,1781488938426,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,51d241e81c3d,analyze,9,test,1781488938426,1781488938428,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:test;span:prompt
codex,51d241e81c3d,analyze,10,analyze,1781488938426,1781488938428,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,11,trace,1781488938426,1781488938428,2,0.002,0,52,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,51d241e81c3d,analyze,12,analyze,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,13,check,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:check;span:prompt
codex,51d241e81c3d,analyze,14,design,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,51d241e81c3d,analyze,15,test,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:test;span:prompt
codex,51d241e81c3d,analyze,16,validate,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:validate;span:prompt
codex,51d241e81c3d,analyze,17,analyze,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,18,example,1781488938428,1781488938429,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:example;span:prompt
codex,51d241e81c3d,analyze,19,analyze,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,20,treeify,1781488938428,1781488938429,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:treeify;span:prompt
codex,51d241e81c3d,analyze,21,analyze,1781488938429,1781488938441,12,0.012,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,22,analyze,1781488938429,1781488938441,12,0.012,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,23,analyze,1781488938429,1781488938441,12,0.012,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,24,docs,1781488938429,1781488938441,12,0.012,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:docs;span:prompt
codex,51d241e81c3d,analyze,25,analyze,1781488938429,1781488938441,12,0.012,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,26,prompt,1781488938429,1781488938441,12,0.012,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:prompt;span:prompt
codex,51d241e81c3d,analyze,27,analyze,1781488938429,1781488938441,12,0.012,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,28,design,1781488938429,1781488938441,12,0.012,0,423,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,51d241e81c3d,analyze,29,trace,1781488938441,1781488938442,1,0.001,0,8,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,51d241e81c3d,analyze,30,branching,1781488938441,1781488938442,1,0.001,0,30,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:branching;span:prompt
codex,51d241e81c3d,analyze,31,refactor,1781488938442,1781488938445,3,0.003,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:refactor;span:prompt
codex,51d241e81c3d,analyze,32,analyze,1781488938442,1781488938445,3,0.003,0,6,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,33,analyzesess,1781488938442,1781488938445,3,0.003,0,106,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyzesess;span:prompt
codex,51d241e81c3d,analyze,34,review,1781488938445,1781488938447,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:review;span:prompt
codex,51d241e81c3d,analyze,35,analyze,1781488938445,1781488938447,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,36,research,1781488938445,1781488938447,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:research;span:prompt
codex,51d241e81c3d,analyze,37,tag,1781488938445,1781488938447,2,0.002,0,119,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:tag;span:prompt
codex,51d241e81c3d,analyze,38,analyze,1781488938447,1781488938448,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,39,analyze,1781488938448,1781488938452,4,0.004,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,40,tag,1781488938448,1781488938452,4,0.004,0,22,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:tag;span:prompt
codex,51d241e81c3d,analyze,41,analyze,1781488938448,1781488938452,4,0.004,0,158,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,42,tag,1781488938452,1781488939778,1326,1.326,0,7,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:tag;span:prompt
codex,51d241e81c3d,analyze,43,evaluate,1781488938452,1781488939778,1326,1.326,0,6,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:evaluate;span:prompt
codex,51d241e81c3d,analyze,44,analyze,1781488938452,1781488939778,1326,1.326,0,324,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,51d241e81c3d,analyze,45,review,1781488939778,1781489048695,108917,108.917,10,10,session_last_event,project:agentsight;agent:codex;session:analyze;prompt:review;span:prompt
codex,2940d88460b1,review,0,review,1781488199616,1781488207196,7580,7.58,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,88b435a6ac2f,countlines,0,countlines,1781488180459,1781488190783,10324,10.324,2,7,session_last_event,project:agentsight;agent:codex;session:countlines;prompt:countlines;span:prompt
codex,743f4fb6846d,review,0,criterion,1781488159359,1781488169893,10534,10.534,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:criterion;span:prompt
codex,0941efa3bc78,review,0,refactor,1781488143749,1781488150070,6321,6.321,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,bad437fb6fab,rmarkdown,0,rmarkdownfix,1781488126214,1781488133282,7068,7.068,2,7,session_last_event,project:agentsight;agent:codex;session:rmarkdown;prompt:rmarkdownfix;span:prompt
codex,92a545c98462,analyze,0,trace,1781487564350,1781487564351,1,0.001,0,9,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,92a545c98462,analyze,1,impact,1781487564350,1781487564351,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:impact;span:prompt
codex,92a545c98462,analyze,2,optimize,1781487564350,1781487564351,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:optimize;span:prompt
codex,92a545c98462,analyze,3,research,1781487564351,1781487564352,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:research;span:prompt
codex,92a545c98462,analyze,4,evaluate,1781487564351,1781487564352,1,0.001,0,28,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:evaluate;span:prompt
codex,92a545c98462,analyze,5,analyze,1781487564351,1781487564352,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,6,analyze,1781487564351,1781487564352,1,0.001,0,12,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,7,analyze,1781487564352,1781487564353,1,0.001,0,332,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,8,design,1781487564352,1781487564353,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,92a545c98462,analyze,9,test,1781487564353,1781487564355,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:test;span:prompt
codex,92a545c98462,analyze,10,analyze,1781487564353,1781487564355,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,11,trace,1781487564353,1781487564355,2,0.002,0,52,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,92a545c98462,analyze,12,analyze,1781487564355,1781487564356,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,13,check,1781487564355,1781487564356,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:check;span:prompt
codex,92a545c98462,analyze,14,design,1781487564356,1781487564357,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,92a545c98462,analyze,15,test,1781487564356,1781487564357,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:test;span:prompt
codex,92a545c98462,analyze,16,validate,1781487564356,1781487564357,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:validate;span:prompt
codex,92a545c98462,analyze,17,analyze,1781487564357,1781487564358,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,18,example,1781487564357,1781487564358,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:example;span:prompt
codex,92a545c98462,analyze,19,analyze,1781487564357,1781487564358,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,20,treeify,1781487564357,1781487564358,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:treeify;span:prompt
codex,92a545c98462,analyze,21,analyze,1781487564358,1781487564359,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,22,analyze,1781487564358,1781487564359,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,23,analyze,1781487564358,1781487564359,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,24,docs,1781487564358,1781487564359,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:docs;span:prompt
codex,92a545c98462,analyze,25,analyze,1781487564358,1781487564359,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,26,prompt,1781487564359,1781487564374,15,0.015,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:prompt;span:prompt
codex,92a545c98462,analyze,27,analyze,1781487564359,1781487564374,15,0.015,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,28,design,1781487564359,1781487564374,15,0.015,0,423,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,92a545c98462,analyze,29,trace,1781487564374,1781487564375,1,0.001,0,8,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,92a545c98462,analyze,30,branching,1781487564375,1781487564376,1,0.001,0,30,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:branching;span:prompt
codex,92a545c98462,analyze,31,refactor,1781487564375,1781487564376,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:refactor;span:prompt
codex,92a545c98462,analyze,32,analyze,1781487564375,1781487564376,1,0.001,0,6,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,33,analyzesess,1781487564376,1781487564378,2,0.002,0,106,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyzesess;span:prompt
codex,92a545c98462,analyze,34,review,1781487564378,1781487564379,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:review;span:prompt
codex,92a545c98462,analyze,35,analyze,1781487564379,1781487564382,3,0.003,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,36,research,1781487564379,1781487564382,3,0.003,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:research;span:prompt
codex,92a545c98462,analyze,37,tag,1781487564379,1781487564382,3,0.003,0,119,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:tag;span:prompt
codex,92a545c98462,analyze,38,analyze,1781487564382,1781487564383,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,39,analyze,1781487564382,1781487564383,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,40,tag,1781487564382,1781487564383,1,0.001,0,22,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:tag;span:prompt
codex,92a545c98462,analyze,41,analyze,1781487564383,1781487564387,4,0.004,0,158,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,42,tag,1781487564387,1781487564388,1,0.001,0,7,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:tag;span:prompt
codex,92a545c98462,analyze,43,evaluate,1781487564387,1781487564388,1,0.001,0,6,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:evaluate;span:prompt
codex,92a545c98462,analyze,44,analyze,1781487564388,1781487565061,673,0.673,0,324,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,92a545c98462,analyze,45,review,1781487565061,1781487866201,301140,301.14,59,41,session_last_event,project:agentsight;agent:codex;session:analyze;prompt:review;span:prompt
codex,435d527abd55,review,0,review,1781487165633,1781487172006,6373,6.373,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,eb36edb98c07,countlines,0,countlines,1781487148210,1781487156926,8716,8.716,2,7,session_last_event,project:agentsight;agent:codex;session:countlines;prompt:countlines;span:prompt
codex,329886c9dd60,review,0,criterion,1781487130931,1781487138873,7942,7.942,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:criterion;span:prompt
codex,bffdb44516e9,review,0,refactor,1781487112542,1781487120982,8440,8.44,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,280a2d18cbcf,rmarkdown,0,rmarkdownfix,1781487098301,1781487103914,5613,5.613,2,7,session_last_event,project:agentsight;agent:codex;session:rmarkdown;prompt:rmarkdownfix;span:prompt
codex,bb3f5914b402,review,0,review,1781486727478,1781486733987,6509,6.509,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,54410f61eb07,countlines,0,countlines,1781486696214,1781486718206,21992,21.992,4,8,session_last_event,project:agentsight;agent:codex;session:countlines;prompt:countlines;span:prompt
codex,5d3760d09db3,review,0,criterion,1781486681255,1781486687433,6178,6.178,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:criterion;span:prompt
codex,a30ba6954139,review,0,refactor,1781486663329,1781486671809,8480,8.48,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,45dbab50e20b,rmarkdown,0,rmarkdownfix,1781486647148,1781486654328,7180,7.18,2,7,session_last_event,project:agentsight;agent:codex;session:rmarkdown;prompt:rmarkdownfix;span:prompt
codex,14b44393d08b,review,0,docsreview,1781486137603,1781486335708,198105,198.105,39,27,session_last_event,project:agentsight;agent:codex;session:review;prompt:docsreview;span:prompt
codex,865d8d246e9b,review,0,docs,1781486133130,1781486312917,179787,179.787,36,31,session_last_event,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,a41430f54aff,review,0,review,1781486268224,1781486276947,8723,8.723,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,b02134342649,countlines,0,countlines,1781486249252,1781486259605,10353,10.353,2,7,session_last_event,project:agentsight;agent:codex;session:countlines;prompt:countlines;span:prompt
codex,3f44fa98f3d4,review,0,criterion,1781486230407,1781486239123,8716,8.716,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:criterion;span:prompt
codex,ec309575cb3a,review,0,refactor,1781486214082,1781486220609,6527,6.527,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,17cfd508b41b,rmarkdown,0,rmarkdownfix,1781486199369,1781486205282,5913,5.913,2,7,session_last_event,project:agentsight;agent:codex;session:rmarkdown;prompt:rmarkdownfix;span:prompt
codex,e1be01923f32,review,0,review,1781485639205,1781485652906,13701,13.701,4,8,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,7186ace1df1c,countlines,0,countlines,1781485621925,1781485630435,8510,8.51,2,7,session_last_event,project:agentsight;agent:codex;session:countlines;prompt:countlines;span:prompt
codex,fa6a1ae83f38,review,0,criterion,1781485604373,1781485613238,8865,8.865,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:criterion;span:prompt
codex,52a72b0e86b2,review,0,refactor,1781485585370,1781485592163,6793,6.793,2,7,session_last_event,project:agentsight;agent:codex;session:review;prompt:refactor;span:prompt
codex,7cf1cf44b113,rmarkdown,0,rmarkdownfix,1781485570907,1781485576634,5727,5.727,2,7,session_last_event,project:agentsight;agent:codex;session:rmarkdown;prompt:rmarkdownfix;span:prompt
codex,b600890d42f0,review,0,review,1781483860639,1781484122981,262342,262.342,59,39,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,f332fd0e188d,review,0,review,1781474814551,1781474952545,137994,137.994,30,23,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,14f2b9c5320f,review,0,review,1781473270300,1781473643137,372837,372.837,39,28,next_prompt,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,14f2b9c5320f,review,1,docs,1781473643137,1781473753472,110335,110.335,25,16,session_last_event,project:agentsight;agent:codex;session:review;prompt:docs;span:prompt
codex,7048aec67c61,review,0,review,1781471545691,1781471713458,167767,167.767,32,30,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,9432a7b5bfc4,review,0,review,1781427973202,1781428057208,84006,84.006,17,17,session_last_event,project:agentsight;agent:codex;session:review;prompt:review;span:prompt
codex,709923dcec38,analyze,0,trace,1781414065254,1781414065256,2,0.002,0,9,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,709923dcec38,analyze,1,impact,1781414065256,1781414065257,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:impact;span:prompt
codex,709923dcec38,analyze,2,optimize,1781414065257,1781414065258,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:optimize;span:prompt
codex,709923dcec38,analyze,3,research,1781414065258,1781414065259,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:research;span:prompt
codex,709923dcec38,analyze,4,evaluate,1781414065259,1781414065261,2,0.002,0,28,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:evaluate;span:prompt
codex,709923dcec38,analyze,5,analyze,1781414065261,1781414065262,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,709923dcec38,analyze,6,analyze,1781414065261,1781414065262,1,0.001,0,12,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,709923dcec38,analyze,7,analyze,1781414065261,1781414065262,1,0.001,0,8,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,709923dcec38,analyze,8,design,1781414065262,1781414065264,2,0.002,0,4,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,709923dcec38,analyze,9,test,1781414065262,1781414065264,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:test;span:prompt
codex,709923dcec38,analyze,10,analyze,1781414065262,1781414065264,2,0.002,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,709923dcec38,analyze,11,trace,1781414065262,1781414065264,2,0.002,0,52,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:trace;span:prompt
codex,709923dcec38,analyze,12,analyze,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,709923dcec38,analyze,13,check,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:check;span:prompt
codex,709923dcec38,analyze,14,design,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:design;span:prompt
codex,709923dcec38,analyze,15,test,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:test;span:prompt
codex,709923dcec38,analyze,16,validate,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:validate;span:prompt
codex,709923dcec38,analyze,17,analyze,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,709923dcec38,analyze,18,example,1781414065264,1781414065265,1,0.001,0,4,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:example;span:prompt
codex,709923dcec38,analyze,19,analyze,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
codex,709923dcec38,analyze,20,treeify,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:treeify;span:prompt
codex,709923dcec38,analyze,21,analyze,1781414065264,1781414065265,1,0.001,0,3,next_prompt,project:agentsight;agent:codex;session:analyze;prompt:analyze;span:prompt
