task,dataset,query_family,policy,view,ranker,unit_depth,unit_kind,claim_role,subtask_eligible,true_subtask_oracle,operations,positives,groups,oracle_units,positive_oracle_units,top5_unit_work,top5_positive_unit_recall,top5_positive_unit_f1,budget30_unit_work,budget30_positive_unit_recall,budget30_positive_unit_f1,budget30_unit_efficiency,budget30_spillover_operation_fraction,budget30_positive_session_without_unit_hit,groups_to_25pct_positive_units,groups_to_50pct_positive_units,operation_work_to_50pct_positive_units,operation_work_to_first_positive_unit,positive_units_median_group_fragmentation,positive_groups_median_units_per_group
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,session,session,session_anchor,False,False,10067,733,25,549,438,0.3953,0.3653,0.4885,0.9599,0.9635,0.8746,1.0037,0.9357,0,3,8,0.177,0.0015,5.0,116.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,session,session,session_anchor,False,False,10067,733,260,549,438,0.388,0.411,0.553,0.3461,0.4018,0.5605,1.1611,0.9166,0,3,7,0.3958,0.0948,5.0,11.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,session,session,session_anchor,False,False,10067,733,260,549,438,0.0146,0.0183,0.0359,0.3206,0.3539,0.5049,1.1039,0.9142,0,33,157,0.4943,0.0051,5.0,11.0
agentnet_redundant_step,agentnet,step-quality,flat:width,flat,width,operation,operation,operation_anchor,True,True,10067,733,1,10067,733,1.0,1.0,0.1357,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,10067.0
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,operation,operation,operation_anchor,True,True,10067,733,549,10067,733,0.0086,0.0123,0.022,0.3,0.3302,0.129,1.1005,0.9199,0,105,272,0.4753,0.0013,1.0,18.0
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,operation,operation,operation_anchor,True,True,10067,733,57,10067,733,0.0364,0.0423,0.0564,0.2996,0.3302,0.1291,1.102,0.9198,0,13,21,0.5108,0.0016,1.0,114.0
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,operation,operation,operation_anchor,True,True,10067,733,25,10067,733,0.0824,0.0859,0.0806,0.2965,0.2619,0.1033,0.8834,0.9357,268,12,12,0.8278,0.0377,1.0,355.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,operation,operation,operation_anchor,True,True,10067,733,260,10067,733,0.3215,0.3588,0.1325,0.3,0.3438,0.1343,1.146,0.9166,13,3,8,0.4269,0.0948,1.0,29.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,operation,operation,operation_anchor,True,True,10067,733,260,10067,733,0.0089,0.0177,0.0316,0.3,0.3533,0.138,1.1778,0.9142,10,33,157,0.4943,0.0051,1.0,29.0
agentnet_redundant_step,agentnet,step-quality,flat:width,flat,width,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,10067,733,1,1992,727,1.0,1.0,0.5348,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,1992.0
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,10067,733,549,1992,727,0.0115,0.0124,0.024,0.3102,0.3315,0.3584,1.0685,0.9199,0,103,271,0.4741,0.0013,1.0,3.0
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,10067,733,57,1992,727,0.0462,0.0426,0.0757,0.3208,0.3287,0.3499,1.0248,0.9198,0,13,21,0.5108,0.0016,1.0,24.0
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,10067,733,25,1992,727,0.1862,0.0867,0.1148,0.5452,0.2641,0.2118,0.4844,0.9357,268,12,12,0.8278,0.0377,1.0,151.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,10067,733,260,1992,727,0.387,0.359,0.3485,0.3609,0.3439,0.3458,0.9527,0.9166,13,3,8,0.4269,0.0948,1.0,18.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,10067,733,260,1992,727,0.0186,0.0179,0.034,0.3544,0.3535,0.3587,0.9974,0.9142,10,33,157,0.4943,0.0051,1.0,18.0
agentnet_redundant_step,agentnet,step-quality,flat:width,flat,width,agentnet_step,step,operation_equivalent_control,True,False,10067,733,1,10067,733,1.0,1.0,0.1357,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,10067.0
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,agentnet_step,step,operation_equivalent_control,True,False,10067,733,549,10067,733,0.0086,0.0123,0.022,0.3,0.3302,0.129,1.1005,0.9199,0,105,272,0.4753,0.0013,1.0,18.0
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,agentnet_step,step,operation_equivalent_control,True,False,10067,733,57,10067,733,0.0364,0.0423,0.0564,0.2996,0.3302,0.1291,1.102,0.9198,0,13,21,0.5108,0.0016,1.0,114.0
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,agentnet_step,step,operation_equivalent_control,True,False,10067,733,25,10067,733,0.0824,0.0859,0.0806,0.2965,0.2619,0.1033,0.8834,0.9357,268,12,12,0.8278,0.0377,1.0,355.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,agentnet_step,step,operation_equivalent_control,True,False,10067,733,260,10067,733,0.3215,0.3588,0.1325,0.3,0.3438,0.1343,1.146,0.9166,13,3,8,0.4269,0.0948,1.0,29.0
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,agentnet_step,step,operation_equivalent_control,True,False,10067,733,260,10067,733,0.0089,0.0177,0.0316,0.3,0.3533,0.138,1.1778,0.9142,10,33,157,0.4943,0.0051,1.0,29.0
osworld_group_start,osworld-human,human-boundary,flat:width,flat,width,session,session,session_anchor,False,False,4011,764,1,320,244,1.0,1.0,0.8652,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,320.0
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,session,session,session_anchor,False,False,4011,764,320,320,244,0.0156,0.0205,0.0402,0.2031,0.2336,0.3689,1.1501,0.7772,0,67,132,0.5869,0.005,1.0,1.0
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,session,session,session_anchor,False,False,4011,764,10,320,244,0.4719,0.5,0.6177,0.5563,0.5451,0.6303,0.9799,0.8315,0,2,5,0.7078,0.0184,1.0,23.5
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,session,session,session_anchor,False,False,4011,764,27,320,244,0.7375,0.8811,0.8958,0.7469,0.8893,0.8986,1.1908,0.7365,0,1,1,0.1847,0.1847,3.0,29.0
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,session,session,session_anchor,False,False,4011,764,173,320,244,0.2781,0.3238,0.4745,0.2781,0.3156,0.4625,1.1346,0.7307,0,5,7,0.6415,0.1331,3.0,6.0
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,session,session,session_anchor,False,False,4011,764,173,320,244,0.2406,0.2992,0.4548,0.3406,0.418,0.5779,1.2273,0.8113,0,4,11,0.4398,0.1311,3.0,6.0
osworld_group_start,osworld-human,human-boundary,flat:width,flat,width,operation,operation,operation_anchor,True,True,4011,764,1,4011,764,1.0,1.0,0.32,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,4011.0
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,operation,operation,operation_anchor,True,True,4011,764,320,4011,764,0.0172,0.034,0.0624,0.2999,0.3508,0.2725,1.1696,0.7772,0,53,107,0.4894,0.005,1.0,7.0
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,operation,operation,operation_anchor,True,True,4011,764,10,4011,764,0.7078,0.733,0.3109,0.2959,0.2618,0.205,0.8846,0.8315,0,2,2,0.6243,0.0184,1.0,128.0
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,operation,operation,operation_anchor,True,True,4011,764,27,4011,764,0.5218,0.4725,0.2527,0.2999,0.4149,0.3223,1.3834,0.7365,95,1,7,0.8616,0.1847,1.0,59.0
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,operation,operation,operation_anchor,True,True,4011,764,173,4011,764,0.5667,0.5903,0.297,0.2999,0.4241,0.3294,1.414,0.7307,11,2,4,0.5213,0.1331,1.0,10.0
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,operation,operation,operation_anchor,True,True,4011,764,173,4011,764,0.4074,0.3874,0.2469,0.2999,0.2971,0.2308,0.9906,0.8113,42,2,62,0.6554,0.1311,1.0,10.0
osworld_group_start,osworld-human,human-boundary,flat:width,flat,width,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,4011,764,1,1740,764,1.0,1.0,0.6102,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,1740.0
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,4011,764,320,1740,764,0.0328,0.034,0.0633,0.3264,0.3508,0.4024,1.0746,0.7772,0,53,107,0.4894,0.005,1.0,3.0
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,4011,764,10,1740,764,0.7023,0.733,0.5639,0.2839,0.2618,0.318,0.9221,0.8315,0,2,2,0.6243,0.0184,1.0,57.0
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,4011,764,27,1740,764,0.6103,0.4725,0.3954,0.4063,0.4149,0.431,1.0212,0.7365,95,1,7,0.8616,0.1847,1.0,43.0
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,4011,764,173,1740,764,0.5856,0.5903,0.5059,0.3529,0.4241,0.4702,1.2018,0.7307,11,2,4,0.5213,0.1331,1.0,8.5
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,positive_run,contiguous_target_positive_run,sub_session_episode_proxy,True,False,4011,764,173,1740,764,0.4431,0.3874,0.3857,0.3345,0.2971,0.3373,0.8883,0.8113,42,2,62,0.6554,0.1311,1.0,8.5
osworld_group_start,osworld-human,human-boundary,flat:width,flat,width,osworld_human_group,human_group,true_subtask_segment,True,True,4011,764,1,2075,764,1.0,1.0,0.5382,0.0,0.0,0.0,0.0,0.0,0,1,1,1.0,1.0,1.0,2075.0
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,osworld_human_group,human_group,true_subtask_segment,True,True,4011,764,320,2075,764,0.0178,0.034,0.0649,0.268,0.3508,0.4061,1.3091,0.7772,0,53,107,0.4894,0.005,1.0,4.0
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,osworld_human_group,human_group,true_subtask_segment,True,True,4011,764,10,2075,764,0.7031,0.733,0.5038,0.2896,0.2618,0.293,0.9038,0.8315,0,2,2,0.6243,0.0184,1.0,63.0
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,osworld_human_group,human_group,true_subtask_segment,True,True,4011,764,27,2075,764,0.4998,0.8377,0.7107,0.3537,0.6806,0.6943,1.9241,0.7365,7,1,2,0.3573,0.1847,2.0,58.0
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,osworld_human_group,human_group,true_subtask_segment,True,True,4011,764,173,2075,764,0.5937,0.6636,0.508,0.4058,0.4712,0.4483,1.1612,0.7307,3,2,3,0.3932,0.1331,2.0,9.0
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,osworld_human_group,human_group,true_subtask_segment,True,True,4011,764,173,2075,764,0.373,0.5942,0.5904,0.2419,0.5,0.6035,2.0667,0.8113,5,1,3,0.3882,0.1311,2.0,9.0
