project,vendor,n_prefix,metric,n,q25,median,q75,p90,mean,n_units
eunomia-dev,claude,5,orientation_share,24,0.0,0.0,0.2,0.5399999999999998,0.15208333333333332,24
eunomia-dev,claude,10,narrow_share,24,0.0,0.0,0.1,0.1,0.038425925925925926,24
eunomia-dev,claude,10,extended_share,24,0.0,0.1,0.11071428571428571,0.285,0.10896164021164022,24
eunomia-dev,claude,10,broad_share,24,0.15625,0.41428571428571426,0.525,0.7,0.3957506613756614,24
eunomia-dev,claude,10,instruction_share,24,0.0,0.0,0.0,0.0,0.004166666666666667,24
eunomia-dev,claude,10,root_readme_share,24,0.0,0.0,0.0,0.0,0.0,24
eunomia-dev,claude,10,git_strict_share,24,0.0,0.0,0.025,0.1,0.03425925925925926,24
eunomia-dev,claude,10,prior_reread_share,24,0.0,0.0,0.1,0.21785714285714278,0.07053571428571428,24
eunomia-dev,claude,10,prior_mutation_reread_share,24,0.0,0.0,0.0,0.0,0.0,24
eunomia-dev,claude,10,orientation_share,24,0.0,0.11805555555555555,0.3,0.36999999999999994,0.18215939153439153,24
eunomia-dev,claude,20,narrow_share,24,0.0,0.0,0.05,0.12642857142857136,0.03151335320452967,24
eunomia-dev,claude,20,extended_share,24,0.0,0.05,0.14464285714285713,0.2282051282051282,0.08411497611865258,24
eunomia-dev,claude,20,broad_share,24,0.15,0.275,0.5,0.5269230769230768,0.3058261285283344,24
eunomia-dev,claude,20,instruction_share,24,0.0,0.0,0.0,0.0,0.002976190476190476,24
eunomia-dev,claude,20,root_readme_share,24,0.0,0.0,0.0,0.0,0.0,24
eunomia-dev,claude,20,git_strict_share,24,0.0,0.0,0.0125,0.12264705882352935,0.0285371627283392,24
eunomia-dev,claude,20,prior_reread_share,24,0.0,0.0,0.07852564102564102,0.18285714285714283,0.05260162291412291,24
eunomia-dev,claude,20,prior_mutation_reread_share,24,0.0,0.0,0.0,0.0,0.0,24
eunomia-dev,claude,20,orientation_share,24,0.0,0.11805555555555555,0.25,0.33499999999999996,0.15084325396825396,24
eunomia-dev,codex,5,narrow_share,27,0.0,0.2,0.2,0.28000000000000047,0.14074074074074075,27
eunomia-dev,codex,5,extended_share,27,0.0,0.2,0.4,0.6,0.24444444444444444,27
eunomia-dev,codex,5,broad_share,27,0.4,0.6,0.6,0.8,0.48888888888888893,27
eunomia-dev,codex,5,instruction_share,27,0.0,0.0,0.0,0.0,0.0,27
eunomia-dev,codex,5,root_readme_share,27,0.0,0.0,0.0,0.0,0.014814814814814815,27
eunomia-dev,codex,5,git_strict_share,27,0.0,0.2,0.2,0.28000000000000047,0.14074074074074075,27
eunomia-dev,codex,5,prior_reread_share,27,0.0,0.0,0.2,0.4,0.10370370370370371,27
eunomia-dev,codex,5,prior_mutation_reread_share,27,0.0,0.0,0.0,0.2,0.05185185185185185,27
eunomia-dev,codex,5,orientation_share,27,0.0,0.2,0.4,0.4,0.20740740740740743,27
eunomia-dev,codex,10,narrow_share,27,0.0,0.1,0.13333333333333333,0.23428571428571449,0.11305114638447972,27
eunomia-dev,codex,10,extended_share,27,0.1,0.2,0.4,0.6,0.27601410934744264,27
eunomia-dev,codex,10,broad_share,27,0.25,0.5,0.6833333333333333,0.7,0.4516754850088183,27
eunomia-dev,codex,10,instruction_share,27,0.0,0.0,0.0,0.0,0.0,27
eunomia-dev,codex,10,root_readme_share,27,0.0,0.0,0.0,0.0,0.007407407407407408,27
eunomia-dev,codex,10,git_strict_share,27,0.0,0.1,0.13333333333333333,0.23428571428571449,0.11305114638447972,27
eunomia-dev,codex,10,prior_reread_share,27,0.0,0.0,0.3,0.5,0.16296296296296295,27
eunomia-dev,codex,10,prior_mutation_reread_share,27,0.0,0.0,0.0,0.3400000000000002,0.08148148148148149,27
eunomia-dev,codex,10,orientation_share,27,0.0,0.1,0.2,0.3400000000000002,0.14320987654320988,27
eunomia-dev,codex,20,narrow_share,27,0.025,0.05,0.10263157894736842,0.2200000000000001,0.09035045526273597,27
eunomia-dev,codex,20,extended_share,27,0.05,0.16666666666666666,0.35,0.4700000000000001,0.2242685839177067,27
eunomia-dev,codex,20,broad_share,27,0.2,0.35,0.513157894736842,0.5966666666666669,0.37504071626878643,27
eunomia-dev,codex,20,instruction_share,27,0.0,0.0,0.0,0.0,0.0,27
eunomia-dev,codex,20,root_readme_share,27,0.0,0.0,0.0,0.020000000000000108,0.005555555555555557,27
eunomia-dev,codex,20,git_strict_share,27,0.025,0.05,0.10263157894736842,0.2200000000000001,0.09035045526273597,27
eunomia-dev,codex,20,prior_reread_share,27,0.0,0.0,0.25,0.39000000000000024,0.1320662768031189,27
eunomia-dev,codex,20,prior_mutation_reread_share,27,0.0,0.0,0.0,0.25,0.06335282651072124,27
eunomia-dev,codex,20,orientation_share,27,0.0,0.1,0.15,0.3,0.10246913580246912,27
