stratum_type,project,vendor,sequence_scope,sequence_granularity,n,rank,ngram,count,share,total_ngrams
project,eunomia.dev,ALL,full_stream,tool_family,2,12,read → shell,136,0.009898828153431837,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,13,coordination → shell,130,0.009462115146662784,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,14,shell → coordination,125,0.009098187641021908,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,15,read → edit,83,0.006041196593638548,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,16,coordination → coordination,70,0.005094985078972269,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,17,search → fetch,57,0.0041487735643059905,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,18,edit → read,53,0.0038576315597932892,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,19,task → task,47,0.0034209185530242377,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,20,fetch → search,45,0.003275347550767887,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,21,task → shell,36,0.0026202780406143094,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,22,shell → task,30,0.002183565033845258,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,23,write → shell,27,0.001965208530460732,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,24,plan/goal → shell,23,0.001674066525948031,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,25,tool discovery → search,22,0.0016012810248198558,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,26,shell → write,21,0.0015284955236916807,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,27,read → write,20,0.0014557100225635054,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,28,wait/control → edit,19,0.00138292452143533,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,29,wait/control → coordination,17,0.0012373535191789796,13739
project,eunomia.dev,ALL,full_stream,tool_family,2,30,shell → plan/goal,16,0.0011645680180508043,13739
project,eunomia.dev,ALL,full_stream,tool_family,3,1,shell → shell → shell,5453,0.4008674557082996,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,2,wait/control → wait/control → wait/control,1589,0.11681246783797691,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,3,shell → wait/control → shell,651,0.047857090347717415,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,4,wait/control → shell → wait/control,542,0.039844152025288536,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,5,edit → edit → edit,501,0.036830111004925385,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,6,wait/control → shell → shell,431,0.03168418731162244,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,7,shell → shell → wait/control,425,0.031243108137910754,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,8,shell → wait/control → wait/control,344,0.02528853929280306,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,9,wait/control → wait/control → shell,324,0.023818275380430787,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,10,search → search → search,250,0.018378298904653385,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,11,fetch → fetch → fetch,190,0.013967507167536572,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,12,shell → shell → edit,182,0.013379401602587665,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,13,edit → shell → shell,179,0.013158862015731824,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,14,read → read → read,140,0.010291847386605896,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,15,edit → edit → shell,128,0.009409689039182533,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,16,shell → edit → shell,118,0.008674557082996397,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,17,shell → edit → edit,112,0.008233477909284716,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,18,shell → shell → read,98,0.007204293170624127,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,19,shell → shell → coordination,94,0.006910240388149673,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,20,coordination → shell → shell,91,0.006689700801293832,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,21,shell → coordination → shell,79,0.00580754245387047,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,22,read → shell → shell,78,0.005734029258251856,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,23,shell → read → read,66,0.004851870910828494,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,24,shell → read → shell,65,0.0047783577152098805,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,25,read → read → shell,59,0.004337278541498199,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,26,search → search → fetch,48,0.00352863338969345,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,27,edit → shell → edit,47,0.0034551201940748364,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,28,search → fetch → fetch,44,0.003234580607218996,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,29,edit → shell → wait/control,41,0.003014041020363155,13603
project,eunomia.dev,ALL,full_stream,tool_family,3,30,coordination → coordination → shell,40,0.002940527824744542,13603
project,eunomia.dev,ALL,full_stream,tool_family,4,1,shell → shell → shell → shell,4758,0.35330808643350414,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,2,wait/control → wait/control → wait/control → wait/control,1344,0.09979950991312096,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,3,shell → wait/control → shell → wait/control,405,0.030073513031855646,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,4,edit → edit → edit → edit,397,0.02947946832999183,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,5,wait/control → shell → wait/control → shell,386,0.028662656864929085,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,6,wait/control → shell → shell → shell,317,0.02353902131135368,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,7,shell → shell → shell → wait/control,298,0.022128165144427118,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,8,shell → wait/control → wait/control → wait/control,241,0.017895596643647434,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,9,shell → wait/control → shell → shell,240,0.017821341055914458,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,10,shell → shell → wait/control → shell,235,0.017450063117249573,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,11,wait/control → wait/control → wait/control → shell,227,0.016856018415385757,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,12,search → search → search → search,208,0.015445162248459196,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,13,wait/control → wait/control → shell → shell,185,0.013737283730600727,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,14,shell → shell → wait/control → wait/control,171,0.01269770550233905,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,15,fetch → fetch → fetch → fetch,150,0.011138338159946536,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,16,wait/control → shell → wait/control → wait/control,141,0.010470037870349743,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,17,shell → shell → shell → edit,136,0.01009875993168486,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,18,wait/control → wait/control → shell → wait/control,135,0.010024504343951883,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,19,edit → shell → shell → shell,124,0.009207692878889137,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,20,wait/control → shell → shell → wait/control,104,0.007722581124229598,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,21,shell → shell → edit → shell,100,0.00742555877329769,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,22,shell → wait/control → wait/control → shell,97,0.00720279201009876,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,23,read → read → read → read,94,0.0069800252468998295,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,24,edit → edit → edit → shell,85,0.006311724957303037,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,25,shell → edit → shell → shell,82,0.006088958194104106,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,26,edit → edit → shell → shell,80,0.005940447018638152,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,27,shell → shell → shell → coordination,77,0.005717680255439222,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,28,shell → shell → edit → edit,74,0.005494913492240291,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,29,shell → shell → shell → read,74,0.005494913492240291,13467
project,eunomia.dev,ALL,full_stream,tool_family,4,30,coordination → shell → shell → shell,69,0.0051236355535754065,13467
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,1,wait/control → wait/control,1921,0.1458396598846037,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,2,shell:search/text → shell:search/text,1865,0.14158821743091407,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,3,shell:git/repository → shell:git/repository,1047,0.07948679016094747,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,4,shell:other → wait/control,647,0.04911934406316429,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,5,edit → edit,635,0.048208320680230794,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,6,wait/control → shell:other,529,0.04016094746431825,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,7,shell:other → shell:other,416,0.0315821439416945,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,8,search → search,314,0.023838445186759795,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,9,shell:search/text → shell:git/repository,296,0.02247191011235955,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,10,shell:git/repository → shell:search/text,269,0.020422107500759186,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,11,fetch → fetch,243,0.01844822350440328,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,12,read → read,223,0.01692985119951412,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,13,shell:filesystem/navigation → shell:filesystem/navigation,218,0.01655025812329183,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,14,shell:git/repository → shell:other,192,0.014576374126935925,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,15,wait/control → shell:git/repository,187,0.014196781050713635,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,16,shell:search/text → shell:other,167,0.012678408745824475,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,17,shell:search/text → edit,166,0.012602490130580018,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,18,shell:other → shell:git/repository,157,0.011919222593379897,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,19,shell:git/repository → wait/control,132,0.010021257212268448,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,20,shell:other → shell:search/text,119,0.009034315214090495,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,21,edit → shell:search/text,111,0.008426966292134831,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,22,shell:filesystem/navigation → shell:search/text,101,0.007667780139690252,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,23,shell:search/text → shell:filesystem/navigation,88,0.006680838141512299,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,24,wait/control → shell:search/text,83,0.006301245065290009,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,25,shell:network/remote → shell:network/remote,78,0.005921651989067719,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,26,coordination → coordination,69,0.005238384451867598,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,27,read → edit,69,0.005238384451867598,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,28,shell:filesystem/navigation → read,67,0.005086547221378682,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,29,shell:data/analysis/runtime → shell:data/analysis/runtime,61,0.004631035529911934,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,2,30,shell:git/repository → shell:filesystem/navigation,60,0.004555116914667477,13172
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,1,wait/control → wait/control → wait/control,1563,0.12422508345255126,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,2,shell:search/text → shell:search/text → shell:search/text,1358,0.10793196630106501,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,3,shell:git/repository → shell:git/repository → shell:git/repository,608,0.048323001112700686,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,4,edit → edit → edit,472,0.03751390875854395,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,5,wait/control → shell:other → wait/control,443,0.03520902877126053,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,6,shell:other → wait/control → shell:other,376,0.02988396121443332,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,7,search → search → search,250,0.01986965506278811,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,8,shell:other → shell:other → shell:other,235,0.018677475759020824,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,9,fetch → fetch → fetch,190,0.015100937847718963,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,10,shell:other → wait/control → wait/control,164,0.013034493721189,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,11,shell:git/repository → shell:search/text → shell:search/text,135,0.01072961373390558,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,12,read → read → read,125,0.009934827531394056,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,13,shell:filesystem/navigation → shell:filesystem/navigation → shell:filesystem/navigation,125,0.009934827531394056,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,14,shell:search/text → shell:git/repository → shell:git/repository,117,0.009298998569384835,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,15,shell:git/repository → shell:git/repository → shell:search/text,112,0.008901605468129074,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,16,shell:search/text → shell:search/text → shell:git/repository,112,0.008901605468129074,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,17,wait/control → wait/control → shell:other,110,0.008742648227626769,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,18,shell:search/text → shell:search/text → edit,98,0.007788904784612939,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,19,wait/control → shell:git/repository → shell:git/repository,97,0.0077094261643617865,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,20,shell:search/text → edit → edit,81,0.006437768240343348,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,21,shell:git/repository → shell:git/repository → wait/control,80,0.006358289620092195,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,22,shell:search/text → shell:search/text → shell:other,80,0.006358289620092195,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,23,wait/control → wait/control → shell:git/repository,75,0.005960896518836433,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,24,shell:git/repository → shell:git/repository → shell:other,69,0.005484024797329518,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,25,shell:search/text → shell:git/repository → shell:search/text,66,0.005245588936576061,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,26,edit → edit → shell:search/text,65,0.005166110316324909,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,27,shell:git/repository → shell:other → wait/control,61,0.004848195835320299,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,28,shell:git/repository → shell:search/text → shell:git/repository,61,0.004848195835320299,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,29,shell:other → shell:other → wait/control,61,0.004848195835320299,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,3,30,shell:other → shell:git/repository → shell:git/repository,59,0.0046892385948179936,12582
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,1,wait/control → wait/control → wait/control → wait/control,1316,0.10898550724637682,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,2,shell:search/text → shell:search/text → shell:search/text → shell:search/text,1056,0.08745341614906832,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,3,shell:git/repository → shell:git/repository → shell:git/repository → shell:git/repository,372,0.03080745341614907,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,4,edit → edit → edit → edit,371,0.03072463768115942,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,5,shell:other → wait/control → shell:other → wait/control,339,0.028074534161490684,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,6,wait/control → shell:other → wait/control → shell:other,301,0.024927536231884057,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,7,search → search → search → search,208,0.01722567287784679,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,8,shell:other → shell:other → shell:other → shell:other,164,0.013581780538302278,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,9,fetch → fetch → fetch → fetch,150,0.012422360248447204,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,10,shell:other → wait/control → wait/control → wait/control,107,0.00886128364389234,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,11,wait/control → shell:other → wait/control → wait/control,82,0.006790890269151139,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,12,wait/control → wait/control → shell:other → wait/control,82,0.006790890269151139,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,13,read → read → read → read,80,0.006625258799171843,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,14,shell:filesystem/navigation → shell:filesystem/navigation → shell:filesystem/navigation → shell:filesystem/navigation,78,0.006459627329192546,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,15,shell:git/repository → shell:search/text → shell:search/text → shell:search/text,78,0.006459627329192546,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,16,wait/control → wait/control → wait/control → shell:other,73,0.006045548654244307,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,17,shell:search/text → shell:search/text → shell:search/text → shell:git/repository,64,0.005300207039337474,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,18,shell:search/text → shell:git/repository → shell:git/repository → shell:git/repository,62,0.005134575569358178,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,19,shell:search/text → shell:search/text → shell:search/text → edit,61,0.00505175983436853,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,20,wait/control → shell:git/repository → shell:git/repository → shell:git/repository,57,0.004720496894409938,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,21,shell:git/repository → shell:git/repository → shell:git/repository → shell:search/text,52,0.004306418219461697,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,22,shell:git/repository → shell:git/repository → shell:git/repository → wait/control,52,0.004306418219461697,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,23,shell:git/repository → shell:git/repository → shell:search/text → shell:search/text,51,0.00422360248447205,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,24,shell:search/text → edit → edit → edit,51,0.00422360248447205,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,25,shell:search/text → shell:search/text → edit → edit,49,0.004057971014492754,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,26,wait/control → wait/control → wait/control → shell:git/repository,49,0.004057971014492754,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,27,edit → edit → edit → shell:search/text,46,0.0038095238095238095,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,28,shell:search/text → shell:search/text → shell:search/text → shell:other,44,0.0036438923395445133,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,29,shell:filesystem/navigation → shell:search/text → shell:search/text → shell:search/text,40,0.0033126293995859213,12075
project,eunomia.dev,ALL,same_prompt,hybrid_shell,4,30,shell:search/text → shell:git/repository → shell:search/text → shell:search/text,40,0.0033126293995859213,12075
project,eunomia.dev,ALL,same_prompt,tool_family,2,1,shell → shell,6117,0.4643941694503492,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,2,wait/control → wait/control,1921,0.1458396598846037,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,3,shell → wait/control,1018,0.07728515031885819,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,4,wait/control → shell,963,0.073109626480413,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,5,edit → edit,635,0.048208320680230794,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,6,search → search,314,0.023838445186759795,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,7,edit → shell,256,0.019435165502581234,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,8,fetch → fetch,243,0.01844822350440328,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,9,read → read,223,0.01692985119951412,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,10,shell → edit,223,0.01692985119951412,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,11,shell → read,142,0.010780443364713028,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,12,read → shell,126,0.009565745520801701,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,13,coordination → shell,125,0.009489826905557242,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,14,shell → coordination,121,0.009186152444579411,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,15,coordination → coordination,69,0.005238384451867598,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,16,read → edit,69,0.005238384451867598,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,17,search → fetch,57,0.004327361068934102,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,18,edit → read,44,0.0033404190707561495,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,19,fetch → search,44,0.0033404190707561495,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,20,task → task,43,0.0032645004555116913,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,21,task → shell,32,0.0024293956878226543,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,22,shell → task,25,0.0018979653811114485,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,23,tool discovery → search,22,0.0016702095353780747,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,24,plan/goal → shell,21,0.0015942909201336168,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,25,wait/control → edit,19,0.001442453689644701,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,26,wait/control → coordination,17,0.001290616459155785,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,27,write → shell,17,0.001290616459155785,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,28,shell → write,15,0.0011387792286668692,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,29,read → write,14,0.0010628606134224113,13172
project,eunomia.dev,ALL,same_prompt,tool_family,2,30,tool discovery → task,14,0.0010628606134224113,13172
project,eunomia.dev,ALL,same_prompt,tool_family,3,1,shell → shell → shell,5018,0.39882371642028297,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,2,wait/control → wait/control → wait/control,1563,0.12422508345255126,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,3,shell → wait/control → shell,634,0.05038944523923065,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,4,wait/control → shell → wait/control,538,0.04275949769512001,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,5,edit → edit → edit,472,0.03751390875854395,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,6,shell → shell → wait/control,413,0.03282467016372596,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,7,wait/control → shell → shell,394,0.03131457637895406,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,8,shell → wait/control → wait/control,340,0.02702273088539183,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,9,wait/control → wait/control → shell,311,0.02471785089810841,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,10,search → search → search,250,0.01986965506278811,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,11,fetch → fetch → fetch,190,0.015100937847718963,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,12,shell → shell → edit,161,0.012796057860435544,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,13,edit → shell → shell,148,0.011762835797170561,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,14,read → read → read,125,0.009934827531394056,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,15,edit → edit → shell,108,0.008583690987124463,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,16,shell → edit → shell,105,0.008345255126371007,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,17,shell → edit → edit,101,0.008027340645366397,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,18,shell → shell → coordination,93,0.007391511683357177,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,19,coordination → shell → shell,86,0.006835161341599109,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,20,shell → shell → read,79,0.0062788109998410425,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,21,shell → coordination → shell,77,0.0061198537593387375,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,22,read → shell → shell,67,0.005325067556827214,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,23,shell → read → shell,58,0.004609759974566842,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,24,shell → read → read,55,0.004371324113813384,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,25,read → read → shell,52,0.004132888253059927,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,26,search → search → fetch,48,0.003814973772055317,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,27,search → fetch → fetch,44,0.0034970592910507073,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,28,edit → shell → wait/control,41,0.00325862343029725,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,29,read → shell → read,39,0.003099666189794945,12582
project,eunomia.dev,ALL,same_prompt,tool_family,3,30,coordination → coordination → shell,38,0.003020187569543793,12582
project,eunomia.dev,ALL,same_prompt,tool_family,4,1,shell → shell → shell → shell,4225,0.3498964803312629,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,2,wait/control → wait/control → wait/control → wait/control,1316,0.10898550724637682,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,3,shell → wait/control → shell → wait/control,403,0.03337474120082816,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,4,wait/control → shell → wait/control → shell,380,0.03146997929606625,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,5,edit → edit → edit → edit,371,0.03072463768115942,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,6,shell → shell → shell → wait/control,282,0.023354037267080744,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,7,wait/control → shell → shell → shell,279,0.0231055900621118,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,8,shell → wait/control → wait/control → wait/control,237,0.019627329192546585,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,9,shell → shell → wait/control → shell,221,0.018302277432712215,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,10,shell → wait/control → shell → shell,213,0.01763975155279503,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,11,wait/control → wait/control → wait/control → shell,211,0.017474120082815736,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,12,search → search → search → search,208,0.01722567287784679,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,13,wait/control → wait/control → shell → shell,168,0.01391304347826087,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,14,shell → shell → wait/control → wait/control,166,0.013747412008281574,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,15,fetch → fetch → fetch → fetch,150,0.012422360248447204,12075
project,eunomia.dev,ALL,same_prompt,tool_family,4,16,wait/control → shell → wait/control → wait/control,140,0.011594202898550725,12075
