stratum_type,project,vendor,sequence_scope,sequence_granularity,n,rank,ngram,count,share,total_ngrams
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,2,28,shell:lint/format → shell:test,339,0.0071893622887196995,47153
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,2,29,shell:other → shell:search/text,335,0.007104532055224482,47153
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,2,30,edit → shell:lint/format,317,0.006722796004496002,47153
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,1,shell:search/text → shell:search/text → shell:search/text,7983,0.17299815798027957,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,2,wait/control → wait/control → wait/control,2718,0.05890128941380431,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,3,shell:git/repository → shell:git/repository → shell:git/repository,1452,0.03146603098927295,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,4,shell:search/text → shell:search/text → edit,899,0.019482067396250947,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,5,edit → edit → edit,845,0.01831184310326146,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,6,wait/control → shell:search/text → shell:search/text,813,0.017618376855563982,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,7,shell:search/text → wait/control → shell:search/text,542,0.01174558457037599,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,8,shell:search/text → edit → edit,515,0.011160472423881244,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,9,shell:git/repository → shell:search/text → shell:search/text,479,0.010380322895221583,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,10,shell:search/text → shell:search/text → wait/control,461,0.009990248130891754,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,11,shell:data/analysis/runtime → shell:data/analysis/runtime → shell:data/analysis/runtime,446,0.009665185827283563,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,12,edit → shell:search/text → shell:search/text,435,0.009426806804637556,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,13,shell:data/analysis/runtime → wait/control → wait/control,413,0.008950048759345542,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,14,shell:search/text → shell:search/text → shell:git/repository,360,0.0078014952865965975,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,15,shell:other → shell:other → shell:other,356,0.007714812005634414,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,16,shell:container/orchestration → wait/control → shell:container/orchestration,350,0.007584787084191137,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,17,shell:git/repository → shell:git/repository → shell:search/text,349,0.0075631162639505905,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,18,edit → edit → shell:search/text,326,0.00706468739841803,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,19,shell:container/orchestration → shell:container/orchestration → wait/control,326,0.00706468739841803,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,20,shell:search/text → shell:search/text → shell:data/analysis/runtime,307,0.006652941813847654,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,21,wait/control → wait/control → shell:data/analysis/runtime,303,0.006566258532885469,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,22,wait/control → shell:container/orchestration → shell:container/orchestration,298,0.0064579044316827395,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,23,wait/control → shell:search/text → shell:container/orchestration,288,0.006241196229277278,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,24,shell:data/analysis/runtime → shell:search/text → shell:search/text,286,0.006197854588796186,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,25,shell:search/text → shell:git/repository → shell:git/repository,285,0.00617618376855564,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,26,wait/control → shell:data/analysis/runtime → wait/control,285,0.00617618376855564,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,27,shell:search/text → edit → shell:search/text,280,0.006067829667352909,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,28,wait/control → wait/control → shell:search/text,279,0.006046158847112363,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,29,shell:data/analysis/runtime → shell:data/analysis/runtime → wait/control,243,0.005266009318452704,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,3,30,wait/control → shell:container/orchestration → wait/control,241,0.005222667677971611,46145
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,1,shell:search/text → shell:search/text → shell:search/text → shell:search/text,6156,0.13617661372384196,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,2,wait/control → wait/control → wait/control → wait/control,2216,0.0490200415873999,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,3,shell:git/repository → shell:git/repository → shell:git/repository → shell:git/repository,985,0.021789143034110517,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,4,shell:search/text → shell:search/text → shell:search/text → edit,631,0.013958324116267752,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,5,edit → edit → edit → edit,484,0.010706543379197452,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,6,shell:search/text → shell:search/text → edit → edit,393,0.008693536256249171,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,7,shell:search/text → wait/control → shell:search/text → shell:search/text,360,0.00796354466221298,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,8,shell:search/text → shell:search/text → wait/control → shell:search/text,348,0.0076980931734725476,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,9,shell:git/repository → shell:search/text → shell:search/text → shell:search/text,341,0.007543246471707296,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,10,shell:search/text → edit → edit → edit,268,0.005928416581869663,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,11,wait/control → shell:search/text → shell:search/text → shell:search/text,257,0.005685086050524267,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,12,wait/control → shell:container/orchestration → shell:container/orchestration → wait/control,237,0.005242666902623545,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,13,edit → shell:search/text → shell:search/text → shell:search/text,228,0.005043578286068221,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,14,wait/control → shell:search/text → shell:search/text → wait/control,227,0.005021457328673185,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,15,shell:data/analysis/runtime → shell:data/analysis/runtime → shell:data/analysis/runtime → shell:data/analysis/runtime,225,0.004977215413883113,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,16,shell:search/text → shell:search/text → shell:search/text → shell:data/analysis/runtime,209,0.004623280095562536,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,17,shell:data/analysis/runtime → wait/control → wait/control → wait/control,206,0.004556917223377427,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,18,shell:other → shell:other → shell:other → shell:other,203,0.00449055435119232,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,19,shell:search/text → shell:search/text → edit → shell:search/text,200,0.0044241914790072116,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,20,shell:git/repository → shell:git/repository → shell:search/text → shell:search/text,198,0.004379949564217139,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,21,shell:search/text → shell:search/text → shell:search/text → wait/control,185,0.004092377118081671,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,22,edit → edit → shell:search/text → shell:search/text,184,0.0040702561606866345,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,23,shell:search/text → shell:search/text → shell:search/text → shell:git/repository,177,0.003915409458921382,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,24,edit → edit → edit → shell:search/text,176,0.003893288501526346,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,25,wait/control → shell:container/orchestration → wait/control → shell:container/orchestration,176,0.003893288501526346,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,26,plan/goal → shell:search/text → shell:search/text → shell:search/text,173,0.003826925629341238,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,27,shell:git/repository → shell:git/repository → shell:git/repository → shell:search/text,171,0.003782683714551166,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,28,shell:container/orchestration → wait/control → shell:container/orchestration → wait/control,169,0.0037384417997610936,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,29,shell:data/analysis/runtime → shell:search/text → shell:search/text → shell:search/text,161,0.003561474140600805,45206
project_vendor,ActPlane,codex,same_prompt,hybrid_shell,4,30,shell:search/text → edit → shell:search/text → shell:search/text,159,0.0035172322258107333,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,2,1,shell → shell,27687,0.5871736686955231,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,2,shell → wait/control,4179,0.0886263864441287,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,3,wait/control → shell,3914,0.08300638347507051,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,4,wait/control → wait/control,3865,0.08196721311475409,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,5,edit → shell,1993,0.04226666383899222,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,6,shell → edit,1850,0.039233982991538185,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,7,edit → edit,1587,0.03365639513922762,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,8,plan/goal → shell,538,0.01140966640510678,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,9,shell → plan/goal,413,0.008758721608381228,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,10,coordination → shell,174,0.0036901151570419696,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,11,wait/control → edit,173,0.0036689075986681653,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,12,shell → coordination,163,0.003456832014930121,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,13,coordination → coordination,81,0.0017178122282781583,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,14,wait/control → plan/goal,70,0.0014845290861663096,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,15,edit → plan/goal,62,0.0013148686191758743,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,16,plan/goal → plan/goal,59,0.001251245944054461,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,17,plan/goal → edit,49,0.0010391703603164167,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,18,task → task,38,0.0008058872182045682,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,19,shell → multimodal,36,0.0007634721014569592,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,20,wait/control → coordination,34,0.0007210569847093504,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,21,task → shell,30,0.0006362267512141327,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,22,shell → task,28,0.0005938116344665239,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,23,plan/goal → wait/control,19,0.0004029436091022841,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,24,multimodal → shell,14,0.00029690581723326194,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,25,edit → wait/control,13,0.0002756982588594575,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,26,multimodal → multimodal,13,0.0002756982588594575,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,27,coordination → edit,9,0.0001908680253642398,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,28,multimodal → edit,9,0.0001908680253642398,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,29,coordination → plan/goal,7,0.00014845290861663097,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,2,30,other → shell,7,0.00014845290861663097,47153
project_vendor,ActPlane,codex,same_prompt,tool_family,3,1,shell → shell → shell,21848,0.4734640806154513,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,2,shell → shell → wait/control,3006,0.06514248564308159,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,3,wait/control → shell → shell,2864,0.06206522916892404,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,4,shell → wait/control → shell,2862,0.062021887528442954,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,5,wait/control → wait/control → wait/control,2718,0.05890128941380431,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,6,edit → shell → shell,1618,0.035063387149203595,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,7,shell → shell → edit,1541,0.03339473399068155,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,8,shell → wait/control → wait/control,1135,0.02459638097301983,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,9,shell → edit → shell,1065,0.023079423556181602,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,10,wait/control → wait/control → shell,1005,0.021779174341748836,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,11,wait/control → shell → wait/control,984,0.021324087116697366,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,12,edit → edit → edit,845,0.01831184310326146,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,13,edit → edit → shell,699,0.015147903348141728,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,14,shell → edit → edit,672,0.014562791201646982,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,15,plan/goal → shell → shell,473,0.010250297973778308,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,16,shell → shell → plan/goal,380,0.008234911691407519,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,17,shell → plan/goal → shell,264,0.0057210965435041715,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,18,edit → shell → edit,216,0.004680897171957959,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,19,wait/control → edit → shell,135,0.0029255607324737243,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,20,shell → shell → coordination,126,0.002730523350308809,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,21,edit → shell → wait/control,118,0.0025571567883844403,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,22,coordination → shell → shell,117,0.002535485968143894,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,23,shell → coordination → shell,107,0.0023187777657384333,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,24,shell → wait/control → edit,87,0.001885361360927511,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,25,wait/control → wait/control → edit,85,0.001842019720446419,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,26,wait/control → plan/goal → shell,58,0.001256907573951674,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,27,edit → plan/goal → shell,56,0.0012135659334705819,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,28,shell → plan/goal → plan/goal,53,0.0011485534727489436,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,29,wait/control → shell → edit,43,0.0009318452703434825,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,3,30,coordination → coordination → shell,40,0.0008668328096218442,46145
project_vendor,ActPlane,codex,same_prompt,tool_family,4,1,shell → shell → shell → shell,17772,0.3931336548245808,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,2,wait/control → wait/control → wait/control → wait/control,2216,0.0490200415873999,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,3,shell → shell → wait/control → shell,2129,0.04709551829403177,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,4,shell → wait/control → shell → shell,2123,0.04696279254966155,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,5,shell → shell → shell → wait/control,1732,0.03831349820820245,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,6,wait/control → shell → shell → shell,1682,0.037207450338450646,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,7,shell → shell → shell → edit,1239,0.027407866212449675,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,8,edit → shell → shell → shell,1216,0.026899084192363844,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,9,wait/control → shell → shell → wait/control,1119,0.024753351325045348,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,10,shell → shell → edit → shell,885,0.019577047294606912,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,11,shell → edit → shell → shell,855,0.01891341857275583,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,12,shell → shell → wait/control → wait/control,738,0.01632526655753661,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,13,shell → wait/control → shell → wait/control,699,0.015462549219130204,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,14,wait/control → wait/control → shell → shell,696,0.015396186346945095,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,15,wait/control → shell → wait/control → shell,662,0.01464407379551387,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,16,edit → edit → shell → shell,567,0.012542582842985444,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,17,shell → shell → edit → edit,562,0.012431978056010264,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,18,shell → wait/control → wait/control → shell,554,0.012255010396849975,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,19,shell → wait/control → wait/control → wait/control,497,0.01099411582533292,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,20,edit → edit → edit → edit,484,0.010706543379197452,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,21,plan/goal → shell → shell → shell,445,0.009843826040791046,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,22,wait/control → wait/control → wait/control → shell,444,0.009821705083396009,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,23,shell → shell → shell → plan/goal,349,0.007720214130867584,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,24,edit → edit → edit → shell,344,0.007609609343892404,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,25,shell → edit → edit → edit,330,0.007299915940361899,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,26,shell → edit → edit → shell,319,0.007056585409016502,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,27,wait/control → shell → wait/control → wait/control,294,0.006503561474140601,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,28,wait/control → wait/control → shell → wait/control,283,0.006260230942795204,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,29,shell → shell → plan/goal → shell,240,0.005309029774808654,45206
project_vendor,ActPlane,codex,same_prompt,tool_family,4,30,shell → plan/goal → shell → shell,226,0.004999336371278149,45206
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,1,edit → edit,332,0.35969664138678226,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,2,read → read,138,0.1495124593716143,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,3,shell:filesystem/navigation → shell:filesystem/navigation,86,0.09317443120260022,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,4,shell:git/repository → shell:git/repository,41,0.044420368364030335,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,5,read → edit,33,0.035752979414951244,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,6,shell:search/text → shell:search/text,24,0.02600216684723727,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,7,shell:search/text → read,21,0.02275189599133261,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,8,shell:filesystem/navigation → read,20,0.021668472372697724,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,9,edit → read,19,0.020585048754062838,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,10,edit → shell:search/text,16,0.01733477789815818,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,11,read → shell:filesystem/navigation,16,0.01733477789815818,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,12,read → shell:search/text,13,0.014084507042253521,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,13,shell:search/text → shell:filesystem/navigation,13,0.014084507042253521,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,14,shell:filesystem/navigation → shell:search/text,12,0.013001083423618635,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,15,edit → shell:filesystem/navigation,10,0.010834236186348862,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,16,read → shell:git/repository,9,0.009750812567713976,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,17,shell:git/repository → read,9,0.009750812567713976,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,18,shell:git/repository → shell:search/text,9,0.009750812567713976,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,19,shell:search/text → edit,8,0.00866738894907909,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,20,shell:filesystem/navigation → edit,7,0.007583965330444204,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,21,shell:filesystem/navigation → shell:git/repository,7,0.007583965330444204,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,22,shell:git/repository → shell:filesystem/navigation,6,0.0065005417118093175,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,23,shell:search/text → shell:git/repository,6,0.0065005417118093175,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,24,edit → write,5,0.005417118093174431,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,25,task → task,5,0.005417118093174431,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,26,write → edit,5,0.005417118093174431,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,27,write → write,5,0.005417118093174431,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,28,edit → shell:git/repository,3,0.0032502708559046588,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,29,shell:git/repository → edit,3,0.0032502708559046588,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,2,30,write → read,3,0.0032502708559046588,923
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,1,edit → edit → edit,280,0.311804008908686,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,2,read → read → read,92,0.10244988864142539,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,3,shell:filesystem/navigation → shell:filesystem/navigation → shell:filesystem/navigation,61,0.06792873051224944,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,4,read → edit → edit,31,0.034521158129175944,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,5,shell:git/repository → shell:git/repository → shell:git/repository,21,0.02338530066815145,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,6,edit → edit → read,16,0.017817371937639197,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,7,read → read → edit,16,0.017817371937639197,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,8,edit → edit → shell:search/text,15,0.01670378619153675,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,9,shell:filesystem/navigation → read → read,14,0.015590200445434299,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,10,shell:filesystem/navigation → shell:filesystem/navigation → read,13,0.014476614699331848,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,11,shell:search/text → read → read,13,0.014476614699331848,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,12,read → read → shell:filesystem/navigation,12,0.013363028953229399,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,13,edit → read → edit,10,0.011135857461024499,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,14,edit → edit → shell:filesystem/navigation,9,0.01002227171492205,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,15,read → shell:filesystem/navigation → shell:filesystem/navigation,9,0.01002227171492205,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,16,shell:search/text → shell:filesystem/navigation → shell:filesystem/navigation,8,0.008908685968819599,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,17,shell:search/text → shell:search/text → shell:filesystem/navigation,8,0.008908685968819599,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,18,edit → read → read,7,0.0077951002227171495,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,19,shell:git/repository → shell:git/repository → shell:search/text,7,0.0077951002227171495,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,20,shell:search/text → edit → edit,7,0.0077951002227171495,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,21,read → read → shell:search/text,6,0.0066815144766146995,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,22,shell:filesystem/navigation → edit → edit,6,0.0066815144766146995,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,23,shell:filesystem/navigation → shell:search/text → shell:search/text,6,0.0066815144766146995,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,24,shell:git/repository → read → read,6,0.0066815144766146995,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,25,shell:git/repository → shell:git/repository → read,6,0.0066815144766146995,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,26,shell:search/text → shell:search/text → shell:search/text,6,0.0066815144766146995,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,27,edit → edit → write,5,0.005567928730512249,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,28,read → read → shell:git/repository,5,0.005567928730512249,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,29,read → shell:git/repository → shell:git/repository,5,0.005567928730512249,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,3,30,shell:git/repository → shell:search/text → read,5,0.005567928730512249,898
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,1,edit → edit → edit → edit,236,0.26971428571428574,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,2,read → read → read → read,67,0.07657142857142857,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,3,shell:filesystem/navigation → shell:filesystem/navigation → shell:filesystem/navigation → shell:filesystem/navigation,42,0.048,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,4,read → edit → edit → edit,29,0.03314285714285714,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,5,shell:git/repository → shell:git/repository → shell:git/repository → shell:git/repository,16,0.018285714285714287,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,6,edit → edit → edit → read,14,0.016,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,7,read → read → edit → edit,14,0.016,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,8,edit → edit → edit → shell:search/text,11,0.012571428571428572,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,9,edit → edit → read → edit,10,0.011428571428571429,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,10,edit → read → edit → edit,10,0.011428571428571429,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,11,shell:filesystem/navigation → shell:filesystem/navigation → read → read,10,0.011428571428571429,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,12,shell:filesystem/navigation → shell:filesystem/navigation → shell:filesystem/navigation → read,10,0.011428571428571429,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,13,read → read → read → shell:filesystem/navigation,9,0.010285714285714285,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,14,shell:filesystem/navigation → read → read → read,9,0.010285714285714285,875
project,academic-writing-skills,ALL,full_stream,hybrid_shell,4,15,shell:search/text → read → read → read,9,0.010285714285714285,875
