stratum_type,project,vendor,sequence_scope,tool_family,run_n,run_mean,run_p50,run_p90,run_p95,run_p99,run_max,runs_ge_3_share,runs_ge_5_share
project,agentsight,ALL,full_stream,task,809,1.2892459826946847,1.0,2.0,3.0,6.0,11,0.0519159456118665,0.016069221260815822
project,agentsight,ALL,full_stream,tool discovery,44,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentsight,ALL,full_stream,wait/control,3835,1.2427640156453716,1.0,2.0,2.0,5.0,24,0.04224250325945241,0.014602346805736636
project,agentsight,ALL,full_stream,write,93,1.5161290322580645,1.0,3.0,4.0,8.319999999999993,12,0.11827956989247312,0.043010752688172046
project,agentsight,ALL,same_prompt,coordination,2374,2.5311710193765795,1.0,6.0,8.0,12.0,31,0.2763268744734625,0.15754001684919966
project,agentsight,ALL,same_prompt,edit,3660,1.9382513661202185,1.0,4.0,6.0,9.0,23,0.19863387978142077,0.08169398907103825
project,agentsight,ALL,same_prompt,fetch,65,2.5846153846153848,2.0,5.600000000000001,6.799999999999997,8.719999999999999,10,0.35384615384615387,0.2
project,agentsight,ALL,same_prompt,multimodal,42,1.1904761904761905,1.0,1.8999999999999986,2.9499999999999957,3.0,3,0.07142857142857142,0.0
project,agentsight,ALL,same_prompt,other,20,1.15,1.0,2.0,2.0,2.0,2,0.0,0.0
project,agentsight,ALL,same_prompt,plan/goal,722,1.0692520775623269,1.0,1.0,2.0,2.0,4,0.008310249307479225,0.0
project,agentsight,ALL,same_prompt,read,1754,1.8740022805017105,1.0,3.0,5.0,12.470000000000027,23,0.15963511972633979,0.05872291904218928
project,agentsight,ALL,same_prompt,search,91,3.5604395604395602,2.0,7.0,14.5,19.0,19,0.3956043956043956,0.2967032967032967
project,agentsight,ALL,same_prompt,shell,12552,5.882249840662842,3.0,15.0,23.0,43.48999999999978,150,0.503585086042065,0.32711918419375396
project,agentsight,ALL,same_prompt,skill,31,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentsight,ALL,same_prompt,task,814,1.2813267813267812,1.0,2.0,3.0,5.0,11,0.051597051597051594,0.014742014742014743
project,agentsight,ALL,same_prompt,tool discovery,44,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentsight,ALL,same_prompt,wait/control,3842,1.2404997397188964,1.0,2.0,2.0,5.0,24,0.04112441436751692,0.014315460697553357
project,agentsight,ALL,same_prompt,write,95,1.4842105263157894,1.0,3.0,4.0,8.240000000000009,12,0.11578947368421053,0.042105263157894736
project_vendor,agentsight,claude,full_stream,coordination,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,full_stream,edit,992,1.9264112903225807,1.0,4.0,6.0,12.0,23,0.17842741935483872,0.07862903225806452
project_vendor,agentsight,claude,full_stream,fetch,63,2.5873015873015874,2.0,5.800000000000004,6.899999999999999,8.760000000000005,10,0.3492063492063492,0.20634920634920634
project_vendor,agentsight,claude,full_stream,multimodal,15,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,full_stream,other,4,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,full_stream,plan/goal,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,full_stream,read,1657,1.9776704888352443,1.0,4.0,6.0,13.0,23,0.18225709112854557,0.07060953530476766
project_vendor,agentsight,claude,full_stream,search,84,3.6904761904761907,2.0,7.700000000000003,14.849999999999994,19.0,19,0.40476190476190477,0.30952380952380953
project_vendor,agentsight,claude,full_stream,shell,1551,4.049645390070922,2.0,9.0,14.0,30.0,129,0.4074790457769181,0.2205029013539652
project_vendor,agentsight,claude,full_stream,skill,31,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,full_stream,task,189,1.7936507936507937,1.0,4.0,5.599999999999994,10.120000000000005,11,0.17989417989417988,0.06349206349206349
project_vendor,agentsight,claude,full_stream,tool discovery,44,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,full_stream,wait/control,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,full_stream,write,93,1.5161290322580645,1.0,3.0,4.0,8.319999999999993,12,0.11827956989247312,0.043010752688172046
project_vendor,agentsight,claude,same_prompt,coordination,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,same_prompt,edit,1085,1.761290322580645,1.0,3.0,5.0,10.160000000000082,23,0.15483870967741936,0.06543778801843318
project_vendor,agentsight,claude,same_prompt,fetch,64,2.546875,2.0,5.700000000000003,6.849999999999994,8.739999999999995,10,0.34375,0.1875
project_vendor,agentsight,claude,same_prompt,multimodal,15,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,same_prompt,other,4,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,same_prompt,plan/goal,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,same_prompt,read,1747,1.875787063537493,1.0,3.0,5.0,12.539999999999964,23,0.16027475672581568,0.0589582140812822
project_vendor,agentsight,claude,same_prompt,search,85,3.6470588235294117,2.0,7.0,14.799999999999997,19.0,19,0.4,0.3058823529411765
project_vendor,agentsight,claude,same_prompt,shell,1864,3.369635193133047,2.0,7.0,11.0,24.0,126,0.33905579399141633,0.1684549356223176
project_vendor,agentsight,claude,same_prompt,skill,31,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,same_prompt,task,194,1.7474226804123711,1.0,3.700000000000017,5.0,9.069999999999993,11,0.17525773195876287,0.05670103092783505
project_vendor,agentsight,claude,same_prompt,tool discovery,44,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,same_prompt,wait/control,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,claude,same_prompt,write,95,1.4842105263157894,1.0,3.0,4.0,8.240000000000009,12,0.11578947368421053,0.042105263157894736
project_vendor,agentsight,codex,full_stream,coordination,2367,2.5382340515420365,1.0,6.0,8.0,12.0,31,0.27714406421630755,0.1588508660752007
project_vendor,agentsight,codex,full_stream,edit,2567,2.0190884300740164,1.0,4.0,6.0,9.0,21,0.218153486560187,0.08920919361121932
project_vendor,agentsight,codex,full_stream,fetch,1,5.0,5.0,5.0,5.0,5.0,5,1.0,1.0
project_vendor,agentsight,codex,full_stream,multimodal,27,1.2962962962962963,1.0,2.400000000000002,3.0,3.0,3,0.1111111111111111,0.0
project_vendor,agentsight,codex,full_stream,other,15,1.2,1.0,2.0,2.0,2.0,2,0.0,0.0
project_vendor,agentsight,codex,full_stream,plan/goal,704,1.0880681818181819,1.0,1.0,2.0,2.9700000000000273,4,0.011363636363636364,0.0
project_vendor,agentsight,codex,full_stream,shell,10059,6.715478675812705,3.0,18.0,27.0,51.0,202,0.5196341584650561,0.3542101600556715
project_vendor,agentsight,codex,full_stream,task,620,1.135483870967742,1.0,2.0,2.0,3.0,5,0.012903225806451613,0.0016129032258064516
project_vendor,agentsight,codex,full_stream,wait/control,3833,1.2428906861466213,1.0,2.0,2.0,5.0,24,0.04226454474302113,0.014609966084007305
project_vendor,agentsight,codex,same_prompt,coordination,2373,2.5318162663295407,1.0,6.0,8.0,12.0,31,0.2764433206911083,0.15760640539401602
project_vendor,agentsight,codex,same_prompt,edit,2575,2.0128155339805827,1.0,4.0,6.0,9.0,21,0.2170873786407767,0.08854368932038835
project_vendor,agentsight,codex,same_prompt,fetch,1,5.0,5.0,5.0,5.0,5.0,5,1.0,1.0
project_vendor,agentsight,codex,same_prompt,multimodal,27,1.2962962962962963,1.0,2.400000000000002,3.0,3.0,3,0.1111111111111111,0.0
project_vendor,agentsight,codex,same_prompt,other,15,1.2,1.0,2.0,2.0,2.0,2,0.0,0.0
project_vendor,agentsight,codex,same_prompt,plan/goal,716,1.0698324022346368,1.0,1.0,2.0,2.0,4,0.008379888268156424,0.0
project_vendor,agentsight,codex,same_prompt,shell,10686,6.321448624368332,3.0,16.0,25.0,44.0,150,0.5323788134007112,0.35485682201010665
project_vendor,agentsight,codex,same_prompt,task,620,1.135483870967742,1.0,2.0,2.0,3.0,5,0.012903225806451613,0.0016129032258064516
project_vendor,agentsight,codex,same_prompt,wait/control,3840,1.240625,1.0,2.0,2.0,5.0,24,0.04114583333333333,0.014322916666666666
project_vendor,agentsight,gemini,full_stream,other,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,gemini,full_stream,read,7,1.4285714285714286,1.0,2.0,2.0,2.0,2,0.0,0.0
project_vendor,agentsight,gemini,full_stream,search,6,2.3333333333333335,1.5,4.5,5.25,5.8500000000000005,6,0.3333333333333333,0.16666666666666666
project_vendor,agentsight,gemini,full_stream,shell,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,gemini,same_prompt,other,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentsight,gemini,same_prompt,read,7,1.4285714285714286,1.0,2.0,2.0,2.0,2,0.0,0.0
project_vendor,agentsight,gemini,same_prompt,search,6,2.3333333333333335,1.5,4.5,5.25,5.8500000000000005,6,0.3333333333333333,0.16666666666666666
project_vendor,agentsight,gemini,same_prompt,shell,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,full_stream,coordination,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,full_stream,edit,154,1.7142857142857142,1.0,3.0,5.0,7.0,10,0.16233766233766234,0.06493506493506493
project,agentskill-observability-paper,ALL,full_stream,fetch,5,2.0,2.0,3.0,3.0,3.0,3,0.4,0.0
project,agentskill-observability-paper,ALL,full_stream,multimodal,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,full_stream,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,full_stream,read,197,1.7766497461928934,1.0,3.0,4.0,7.0,13,0.16243654822335024,0.04568527918781726
project,agentskill-observability-paper,ALL,full_stream,search,10,4.8,3.0,13.1,13.549999999999999,13.91,14,0.6,0.4
project,agentskill-observability-paper,ALL,full_stream,shell,105,2.3047619047619046,1.0,4.0,6.799999999999997,11.959999999999994,23,0.23809523809523808,0.09523809523809523
project,agentskill-observability-paper,ALL,full_stream,skill,12,1.0833333333333333,1.0,1.0,1.4499999999999993,1.8900000000000006,2,0.0,0.0
project,agentskill-observability-paper,ALL,full_stream,task,26,1.1538461538461537,1.0,1.5,2.0,2.75,3,0.038461538461538464,0.0
project,agentskill-observability-paper,ALL,full_stream,tool discovery,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,full_stream,write,21,1.0476190476190477,1.0,1.0,1.0,1.8000000000000007,2,0.0,0.0
project,agentskill-observability-paper,ALL,same_prompt,coordination,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,same_prompt,edit,160,1.65,1.0,3.0,5.0,7.0,10,0.1375,0.0625
project,agentskill-observability-paper,ALL,same_prompt,fetch,5,2.0,2.0,3.0,3.0,3.0,3,0.4,0.0
project,agentskill-observability-paper,ALL,same_prompt,multimodal,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,same_prompt,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,same_prompt,read,222,1.5765765765765767,1.0,3.0,3.0,6.0,13,0.11711711711711711,0.03153153153153153
project,agentskill-observability-paper,ALL,same_prompt,search,10,4.8,3.0,13.1,13.549999999999999,13.91,14,0.6,0.4
project,agentskill-observability-paper,ALL,same_prompt,shell,110,2.2,1.0,4.0,6.549999999999997,11.909999999999997,23,0.21818181818181817,0.08181818181818182
project,agentskill-observability-paper,ALL,same_prompt,skill,12,1.0833333333333333,1.0,1.0,1.4499999999999993,1.8900000000000006,2,0.0,0.0
project,agentskill-observability-paper,ALL,same_prompt,task,26,1.1538461538461537,1.0,1.5,2.0,2.75,3,0.038461538461538464,0.0
project,agentskill-observability-paper,ALL,same_prompt,tool discovery,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,agentskill-observability-paper,ALL,same_prompt,write,22,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,coordination,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,edit,154,1.7142857142857142,1.0,3.0,5.0,7.0,10,0.16233766233766234,0.06493506493506493
project_vendor,agentskill-observability-paper,claude,full_stream,fetch,5,2.0,2.0,3.0,3.0,3.0,3,0.4,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,multimodal,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,read,197,1.7766497461928934,1.0,3.0,4.0,7.0,13,0.16243654822335024,0.04568527918781726
project_vendor,agentskill-observability-paper,claude,full_stream,search,10,4.8,3.0,13.1,13.549999999999999,13.91,14,0.6,0.4
project_vendor,agentskill-observability-paper,claude,full_stream,shell,105,2.3047619047619046,1.0,4.0,6.799999999999997,11.959999999999994,23,0.23809523809523808,0.09523809523809523
project_vendor,agentskill-observability-paper,claude,full_stream,skill,12,1.0833333333333333,1.0,1.0,1.4499999999999993,1.8900000000000006,2,0.0,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,task,26,1.1538461538461537,1.0,1.5,2.0,2.75,3,0.038461538461538464,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,tool discovery,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,full_stream,write,21,1.0476190476190477,1.0,1.0,1.0,1.8000000000000007,2,0.0,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,coordination,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,edit,160,1.65,1.0,3.0,5.0,7.0,10,0.1375,0.0625
project_vendor,agentskill-observability-paper,claude,same_prompt,fetch,5,2.0,2.0,3.0,3.0,3.0,3,0.4,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,multimodal,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,read,222,1.5765765765765767,1.0,3.0,3.0,6.0,13,0.11711711711711711,0.03153153153153153
project_vendor,agentskill-observability-paper,claude,same_prompt,search,10,4.8,3.0,13.1,13.549999999999999,13.91,14,0.6,0.4
project_vendor,agentskill-observability-paper,claude,same_prompt,shell,110,2.2,1.0,4.0,6.549999999999997,11.909999999999997,23,0.21818181818181817,0.08181818181818182
project_vendor,agentskill-observability-paper,claude,same_prompt,skill,12,1.0833333333333333,1.0,1.0,1.4499999999999993,1.8900000000000006,2,0.0,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,task,26,1.1538461538461537,1.0,1.5,2.0,2.75,3,0.038461538461538464,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,tool discovery,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,agentskill-observability-paper,claude,same_prompt,write,22,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,bpf-developer-tutorial,ALL,full_stream,coordination,10,1.2,1.0,2.0,2.0,2.0,2,0.0,0.0
project,bpf-developer-tutorial,ALL,full_stream,edit,52,4.769230769230769,2.0,13.599999999999994,17.449999999999996,24.940000000000012,28,0.40384615384615385,0.25
project,bpf-developer-tutorial,ALL,full_stream,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,bpf-developer-tutorial,ALL,full_stream,plan/goal,3,1.3333333333333333,1.0,1.8,1.9,1.98,2,0.0,0.0
project,bpf-developer-tutorial,ALL,full_stream,read,97,4.195876288659794,2.0,9.400000000000006,14.0,19.39999999999992,29,0.44329896907216493,0.30927835051546393
project,bpf-developer-tutorial,ALL,full_stream,search,4,1.25,1.0,1.7000000000000002,1.8499999999999996,1.9699999999999998,2,0.0,0.0
project,bpf-developer-tutorial,ALL,full_stream,shell,147,5.816326530612245,3.0,13.400000000000006,23.399999999999977,43.15999999999997,55,0.5238095238095238,0.3129251700680272
project,bpf-developer-tutorial,ALL,full_stream,skill,3,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,bpf-developer-tutorial,ALL,full_stream,task,6,2.3333333333333335,2.5,3.5,3.75,3.95,4,0.5,0.0
project,bpf-developer-tutorial,ALL,full_stream,tool discovery,3,2.0,1.0,3.4000000000000004,3.6999999999999997,3.94,4,0.3333333333333333,0.0
project,bpf-developer-tutorial,ALL,full_stream,wait/control,50,1.08,1.0,1.0,1.5499999999999972,2.509999999999998,3,0.02,0.0
project,bpf-developer-tutorial,ALL,full_stream,write,29,1.8620689655172413,1.0,3.1999999999999993,5.199999999999996,7.439999999999998,8,0.1724137931034483,0.06896551724137931
project,bpf-developer-tutorial,ALL,same_prompt,coordination,10,1.2,1.0,2.0,2.0,2.0,2,0.0,0.0
project,bpf-developer-tutorial,ALL,same_prompt,edit,61,4.065573770491803,2.0,10.0,14.0,22.599999999999987,28,0.3770491803278688,0.21311475409836064
project,bpf-developer-tutorial,ALL,same_prompt,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,bpf-developer-tutorial,ALL,same_prompt,plan/goal,3,1.3333333333333333,1.0,1.8,1.9,1.98,2,0.0,0.0
project,bpf-developer-tutorial,ALL,same_prompt,read,111,3.6666666666666665,2.0,6.0,12.0,18.80000000000001,26,0.42342342342342343,0.22522522522522523
project,bpf-developer-tutorial,ALL,same_prompt,search,5,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,bpf-developer-tutorial,ALL,same_prompt,shell,167,5.119760479041916,2.0,11.0,19.69999999999999,41.34,55,0.49700598802395207,0.2934131736526946
project,bpf-developer-tutorial,ALL,same_prompt,skill,3,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,bpf-developer-tutorial,ALL,same_prompt,task,6,2.3333333333333335,2.5,3.5,3.75,3.95,4,0.5,0.0
project,bpf-developer-tutorial,ALL,same_prompt,tool discovery,3,2.0,1.0,3.4000000000000004,3.6999999999999997,3.94,4,0.3333333333333333,0.0
project,bpf-developer-tutorial,ALL,same_prompt,wait/control,50,1.08,1.0,1.0,1.5499999999999972,2.509999999999998,3,0.02,0.0
project,bpf-developer-tutorial,ALL,same_prompt,write,33,1.6363636363636365,1.0,2.0,4.199999999999996,7.359999999999999,8,0.09090909090909091,0.06060606060606061
project_vendor,bpf-developer-tutorial,claude,full_stream,edit,36,6.388888888888889,4.0,16.0,19.0,25.89999999999999,28,0.5833333333333334,0.3611111111111111
project_vendor,bpf-developer-tutorial,claude,full_stream,read,93,4.258064516129032,2.0,9.799999999999997,14.0,19.799999999999983,29,0.45161290322580644,0.3118279569892473
project_vendor,bpf-developer-tutorial,claude,full_stream,search,4,1.25,1.0,1.7000000000000002,1.8499999999999996,1.9699999999999998,2,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,full_stream,shell,73,4.780821917808219,2.0,13.0,15.199999999999974,24.840000000000003,27,0.4794520547945205,0.3013698630136986
project_vendor,bpf-developer-tutorial,claude,full_stream,skill,3,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,full_stream,task,4,3.0,3.0,3.7,3.8499999999999996,3.9699999999999998,4,0.75,0.0
project_vendor,bpf-developer-tutorial,claude,full_stream,tool discovery,3,2.0,1.0,3.4000000000000004,3.6999999999999997,3.94,4,0.3333333333333333,0.0
project_vendor,bpf-developer-tutorial,claude,full_stream,wait/control,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,full_stream,write,27,1.8518518518518519,1.0,3.400000000000002,5.399999999999999,7.479999999999997,8,0.14814814814814814,0.07407407407407407
project_vendor,bpf-developer-tutorial,claude,same_prompt,edit,45,5.111111111111111,3.0,12.400000000000006,17.19999999999999,24.04000000000002,28,0.5111111111111111,0.28888888888888886
project_vendor,bpf-developer-tutorial,claude,same_prompt,read,107,3.7009345794392523,2.0,6.800000000000011,12.0,18.879999999999995,26,0.42990654205607476,0.22429906542056074
project_vendor,bpf-developer-tutorial,claude,same_prompt,search,5,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,same_prompt,shell,87,4.011494252873563,2.0,10.0,12.400000000000006,19.700000000000003,24,0.4482758620689655,0.28735632183908044
project_vendor,bpf-developer-tutorial,claude,same_prompt,skill,3,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,same_prompt,task,4,3.0,3.0,3.7,3.8499999999999996,3.9699999999999998,4,0.75,0.0
project_vendor,bpf-developer-tutorial,claude,same_prompt,tool discovery,3,2.0,1.0,3.4000000000000004,3.6999999999999997,3.94,4,0.3333333333333333,0.0
project_vendor,bpf-developer-tutorial,claude,same_prompt,wait/control,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,same_prompt,write,30,1.6666666666666667,1.0,2.1000000000000014,4.6499999999999915,7.420000000000002,8,0.1,0.06666666666666667
project_vendor,bpf-developer-tutorial,codex,full_stream,coordination,10,1.2,1.0,2.0,2.0,2.0,2,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,full_stream,edit,16,1.125,1.0,1.5,2.0,2.0,2,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,full_stream,plan/goal,3,1.3333333333333333,1.0,1.8,1.9,1.98,2,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,full_stream,shell,74,6.837837837837838,3.0,18.500000000000014,33.39999999999998,47.69999999999996,55,0.5675675675675675,0.32432432432432434
project_vendor,bpf-developer-tutorial,codex,full_stream,task,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,full_stream,wait/control,49,1.0816326530612246,1.0,1.0,1.5999999999999943,2.519999999999996,3,0.02040816326530612,0.0
project_vendor,bpf-developer-tutorial,codex,same_prompt,coordination,10,1.2,1.0,2.0,2.0,2.0,2,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,same_prompt,edit,16,1.125,1.0,1.5,2.0,2.0,2,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,same_prompt,plan/goal,3,1.3333333333333333,1.0,1.8,1.9,1.98,2,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,same_prompt,shell,80,6.325,3.0,15.500000000000043,29.34999999999998,44.72999999999992,55,0.55,0.3
project_vendor,bpf-developer-tutorial,codex,same_prompt,task,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,codex,same_prompt,wait/control,49,1.0816326530612246,1.0,1.0,1.5999999999999943,2.519999999999996,3,0.02040816326530612,0.0
project_vendor,bpf-developer-tutorial,gemini,full_stream,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,gemini,full_stream,read,4,2.75,2.0,4.1000000000000005,4.549999999999999,4.909999999999999,5,0.25,0.25
project_vendor,bpf-developer-tutorial,gemini,full_stream,write,2,2.0,2.0,2.8000000000000003,2.8999999999999995,2.9799999999999995,3,0.5,0.0
project_vendor,bpf-developer-tutorial,gemini,same_prompt,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,bpf-developer-tutorial,gemini,same_prompt,read,4,2.75,2.0,4.1000000000000005,4.549999999999999,4.909999999999999,5,0.25,0.25
project_vendor,bpf-developer-tutorial,gemini,same_prompt,write,3,1.3333333333333333,1.0,1.8,1.9,1.98,2,0.0,0.0
project,eunomia.dev,ALL,full_stream,coordination,154,1.4545454545454546,1.0,2.0,2.0,6.0,16,0.045454545454545456,0.025974025974025976
project,eunomia.dev,ALL,full_stream,edit,369,2.796747967479675,1.0,6.0,8.599999999999966,15.95999999999998,78,0.28184281842818426,0.14363143631436315
project,eunomia.dev,ALL,full_stream,fetch,73,4.328767123287672,3.0,8.799999999999997,12.199999999999932,30.120000000000005,33,0.547945205479452,0.2328767123287671
project,eunomia.dev,ALL,full_stream,multimodal,17,1.7058823529411764,1.0,3.4000000000000004,4.0,4.0,4,0.17647058823529413,0.0
project,eunomia.dev,ALL,full_stream,other,10,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,eunomia.dev,ALL,full_stream,plan/goal,27,1.037037037037037,1.0,1.0,1.0,1.7399999999999984,2,0.0,0.0
project,eunomia.dev,ALL,full_stream,read,256,1.9375,1.0,4.0,5.0,9.449999999999989,17,0.1796875,0.09375
project,eunomia.dev,ALL,full_stream,search,82,4.829268292682927,3.0,12.0,16.950000000000003,22.749999999999943,43,0.5121951219512195,0.25609756097560976
project,eunomia.dev,ALL,full_stream,shell,1731,4.689196995956094,2.0,11.0,17.5,43.40000000000009,165,0.4015020219526285,0.24552281917966493
project,eunomia.dev,ALL,full_stream,skill,5,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,eunomia.dev,ALL,full_stream,task,73,1.643835616438356,1.0,3.0,4.0,4.0,4,0.1506849315068493,0.0
project,eunomia.dev,ALL,full_stream,tool discovery,59,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,eunomia.dev,ALL,full_stream,wait/control,1043,2.857142857142857,1.0,6.0,10.899999999999977,26.579999999999927,54,0.2348993288590604,0.12464046021093
project,eunomia.dev,ALL,full_stream,write,51,1.2549019607843137,1.0,2.0,2.0,2.5,3,0.0196078431372549,0.0
project,eunomia.dev,ALL,same_prompt,coordination,155,1.4451612903225806,1.0,2.0,2.0,5.460000000000008,16,0.04516129032258064,0.025806451612903226
project,eunomia.dev,ALL,same_prompt,edit,397,2.5994962216624686,1.0,5.400000000000034,8.199999999999989,15.0,78,0.25440806045340053,0.12342569269521411
project,eunomia.dev,ALL,same_prompt,fetch,73,4.328767123287672,3.0,8.799999999999997,12.199999999999932,30.120000000000005,33,0.547945205479452,0.2328767123287671
project,eunomia.dev,ALL,same_prompt,multimodal,17,1.7058823529411764,1.0,3.4000000000000004,4.0,4.0,4,0.17647058823529413,0.0
project,eunomia.dev,ALL,same_prompt,other,10,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,eunomia.dev,ALL,same_prompt,plan/goal,28,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,eunomia.dev,ALL,same_prompt,read,273,1.8168498168498168,1.0,3.0,5.0,9.0,17,0.16483516483516483,0.06593406593406594
project,eunomia.dev,ALL,same_prompt,search,82,4.829268292682927,3.0,12.0,16.950000000000003,22.749999999999943,43,0.5121951219512195,0.25609756097560976
project,eunomia.dev,ALL,same_prompt,shell,2000,4.0585,2.0,9.0,14.0,35.0,113,0.3965,0.221
project,eunomia.dev,ALL,same_prompt,skill,5,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,eunomia.dev,ALL,same_prompt,task,77,1.5584415584415585,1.0,3.0,3.200000000000003,4.0,4,0.12987012987012986,0.0
project,eunomia.dev,ALL,same_prompt,tool discovery,59,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project,eunomia.dev,ALL,same_prompt,wait/control,1059,2.813975448536355,1.0,6.0,10.0,26.420000000000073,54,0.2332389046270066,0.12370160528800755
