stratum_type,project,vendor,grouping,tool_group,calls,ok,fail,observed,decisive_calls,decisive_failure_rate,observed_share
project,bpf-developer-tutorial,ALL,tool_name,list_agents,1,0,0,1,0,,1.0
project,bpf-developer-tutorial,ALL,tool_name,list_directory,2,2,0,0,2,0.0,0.0
project,bpf-developer-tutorial,ALL,tool_name,read_file,11,11,0,0,11,0.0,0.0
project,bpf-developer-tutorial,ALL,tool_name,send_message,6,0,0,6,0,,1.0
project,bpf-developer-tutorial,ALL,tool_name,spawn_agent,2,0,0,2,0,,1.0
project,bpf-developer-tutorial,ALL,tool_name,update_plan,4,0,0,4,0,,1.0
project,bpf-developer-tutorial,ALL,tool_name,wait,42,39,0,3,39,0.0,0.07142857142857142
project,bpf-developer-tutorial,ALL,tool_name,wait_agent,3,0,0,3,0,,1.0
project,bpf-developer-tutorial,ALL,tool_name,write_file,4,4,0,0,4,0.0,0.0
project,bpf-developer-tutorial,ALL,tool_name,write_stdin,11,8,2,1,10,0.2,0.09090909090909091
project_vendor,bpf-developer-tutorial,claude,tool_name,Agent,12,12,0,0,12,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,Bash,349,333,16,0,349,0.045845272206303724,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,Edit,230,218,12,0,230,0.05217391304347826,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,Grep,5,5,0,0,5,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,Monitor,1,0,1,0,1,1.0,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,Read,396,377,19,0,396,0.047979797979797977,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,Skill,3,3,0,0,3,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,ToolSearch,6,6,0,0,6,0.0,0.0
project_vendor,bpf-developer-tutorial,claude,tool_name,Write,50,47,3,0,50,0.06,0.0
project_vendor,bpf-developer-tutorial,codex,tool_name,apply_patch,18,0,0,18,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,close_agent,1,0,0,1,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,exec,159,119,1,39,120,0.008333333333333333,0.24528301886792453
project_vendor,bpf-developer-tutorial,codex,tool_name,exec_command,347,309,28,10,337,0.0830860534124629,0.02881844380403458
project_vendor,bpf-developer-tutorial,codex,tool_name,followup_task,1,0,0,1,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,list_agents,1,0,0,1,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,send_message,6,0,0,6,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,spawn_agent,2,0,0,2,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,update_plan,4,0,0,4,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,wait,42,39,0,3,39,0.0,0.07142857142857142
project_vendor,bpf-developer-tutorial,codex,tool_name,wait_agent,3,0,0,3,0,,1.0
project_vendor,bpf-developer-tutorial,codex,tool_name,write_stdin,11,8,2,1,10,0.2,0.09090909090909091
project_vendor,bpf-developer-tutorial,gemini,tool_name,list_directory,2,2,0,0,2,0.0,0.0
project_vendor,bpf-developer-tutorial,gemini,tool_name,read_file,11,11,0,0,11,0.0,0.0
project_vendor,bpf-developer-tutorial,gemini,tool_name,write_file,4,4,0,0,4,0.0,0.0
project,eunomia.dev,ALL,tool_name,Agent,78,75,3,0,78,0.038461538461538464,0.0
project,eunomia.dev,ALL,tool_name,AskUserQuestion,1,1,0,0,1,0.0,0.0
project,eunomia.dev,ALL,tool_name,Bash,1303,1249,54,0,1303,0.04144282425172678,0.0
project,eunomia.dev,ALL,tool_name,Edit,572,560,11,1,571,0.01926444833625219,0.0017482517482517483
project,eunomia.dev,ALL,tool_name,Grep,4,4,0,0,4,0.0,0.0
project,eunomia.dev,ALL,tool_name,Monitor,6,6,0,0,6,0.0,0.0
project,eunomia.dev,ALL,tool_name,Read,496,491,5,0,496,0.010080645161290322,0.0
project,eunomia.dev,ALL,tool_name,ReportFindings,1,1,0,0,1,0.0,0.0
project,eunomia.dev,ALL,tool_name,SendMessage,11,11,0,0,11,0.0,0.0
project,eunomia.dev,ALL,tool_name,SendUserFile,1,1,0,0,1,0.0,0.0
project,eunomia.dev,ALL,tool_name,Skill,5,5,0,0,5,0.0,0.0
project,eunomia.dev,ALL,tool_name,TaskCreate,4,4,0,0,4,0.0,0.0
project,eunomia.dev,ALL,tool_name,TaskStop,3,3,0,0,3,0.0,0.0
project,eunomia.dev,ALL,tool_name,TaskUpdate,7,7,0,0,7,0.0,0.0
project,eunomia.dev,ALL,tool_name,ToolSearch,59,59,0,0,59,0.0,0.0
project,eunomia.dev,ALL,tool_name,WebFetch,309,305,4,0,309,0.012944983818770227,0.0
project,eunomia.dev,ALL,tool_name,WebSearch,392,392,0,0,392,0.0,0.0
project,eunomia.dev,ALL,tool_name,Write,64,62,2,0,64,0.03125,0.0
project,eunomia.dev,ALL,tool_name,_add_comment_to_issue,2,0,0,2,0,,1.0
project,eunomia.dev,ALL,tool_name,_create_pull_request,3,0,3,0,3,1.0,0.0
project,eunomia.dev,ALL,tool_name,_fetch,7,0,3,4,3,1.0,0.5714285714285714
project,eunomia.dev,ALL,tool_name,_get_repo,2,0,0,2,0,,1.0
project,eunomia.dev,ALL,tool_name,_mark_pull_request_ready_for_review,1,0,1,0,1,1.0,0.0
project,eunomia.dev,ALL,tool_name,apply_patch,460,0,0,460,0,,1.0
project,eunomia.dev,ALL,tool_name,close_agent,3,0,1,2,1,1.0,0.6666666666666666
project,eunomia.dev,ALL,tool_name,exec,3383,2665,68,650,2733,0.024881083058909622,0.19213715637008572
project,eunomia.dev,ALL,tool_name,exec_command,3431,2921,113,397,3034,0.03724456163480554,0.11570970562518217
project,eunomia.dev,ALL,tool_name,followup_task,19,0,0,19,0,,1.0
project,eunomia.dev,ALL,tool_name,interrupt_agent,3,0,0,3,0,,1.0
project,eunomia.dev,ALL,tool_name,list_agents,43,0,1,42,1,1.0,0.9767441860465116
project,eunomia.dev,ALL,tool_name,send_input,1,0,0,1,0,,1.0
project,eunomia.dev,ALL,tool_name,send_message,49,0,0,49,0,,1.0
project,eunomia.dev,ALL,tool_name,spawn_agent,28,0,0,28,0,,1.0
project,eunomia.dev,ALL,tool_name,update_plan,28,0,0,28,0,,1.0
project,eunomia.dev,ALL,tool_name,view_image,28,0,0,28,0,,1.0
project,eunomia.dev,ALL,tool_name,wait,937,623,18,296,641,0.028081123244929798,0.31590181430096054
project,eunomia.dev,ALL,tool_name,wait_agent,96,0,1,95,1,1.0,0.9895833333333334
project,eunomia.dev,ALL,tool_name,write_stdin,2036,324,65,1647,389,0.16709511568123395,0.8089390962671905
project_vendor,eunomia.dev,claude,tool_name,Agent,78,75,3,0,78,0.038461538461538464,0.0
project_vendor,eunomia.dev,claude,tool_name,AskUserQuestion,1,1,0,0,1,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,Bash,1303,1249,54,0,1303,0.04144282425172678,0.0
project_vendor,eunomia.dev,claude,tool_name,Edit,572,560,11,1,571,0.01926444833625219,0.0017482517482517483
project_vendor,eunomia.dev,claude,tool_name,Grep,4,4,0,0,4,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,Monitor,6,6,0,0,6,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,Read,496,491,5,0,496,0.010080645161290322,0.0
project_vendor,eunomia.dev,claude,tool_name,ReportFindings,1,1,0,0,1,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,SendMessage,11,11,0,0,11,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,SendUserFile,1,1,0,0,1,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,Skill,5,5,0,0,5,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,TaskCreate,4,4,0,0,4,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,TaskStop,3,3,0,0,3,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,TaskUpdate,7,7,0,0,7,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,ToolSearch,59,59,0,0,59,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,WebFetch,309,305,4,0,309,0.012944983818770227,0.0
project_vendor,eunomia.dev,claude,tool_name,WebSearch,392,392,0,0,392,0.0,0.0
project_vendor,eunomia.dev,claude,tool_name,Write,64,62,2,0,64,0.03125,0.0
project_vendor,eunomia.dev,codex,tool_name,_add_comment_to_issue,2,0,0,2,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,_create_pull_request,3,0,3,0,3,1.0,0.0
project_vendor,eunomia.dev,codex,tool_name,_fetch,7,0,3,4,3,1.0,0.5714285714285714
project_vendor,eunomia.dev,codex,tool_name,_get_repo,2,0,0,2,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,_mark_pull_request_ready_for_review,1,0,1,0,1,1.0,0.0
project_vendor,eunomia.dev,codex,tool_name,apply_patch,460,0,0,460,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,close_agent,3,0,1,2,1,1.0,0.6666666666666666
project_vendor,eunomia.dev,codex,tool_name,exec,3383,2665,68,650,2733,0.024881083058909622,0.19213715637008572
project_vendor,eunomia.dev,codex,tool_name,exec_command,3431,2921,113,397,3034,0.03724456163480554,0.11570970562518217
project_vendor,eunomia.dev,codex,tool_name,followup_task,19,0,0,19,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,interrupt_agent,3,0,0,3,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,list_agents,43,0,1,42,1,1.0,0.9767441860465116
project_vendor,eunomia.dev,codex,tool_name,send_input,1,0,0,1,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,send_message,49,0,0,49,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,spawn_agent,28,0,0,28,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,update_plan,28,0,0,28,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,view_image,28,0,0,28,0,,1.0
project_vendor,eunomia.dev,codex,tool_name,wait,937,623,18,296,641,0.028081123244929798,0.31590181430096054
project_vendor,eunomia.dev,codex,tool_name,wait_agent,96,0,1,95,1,1.0,0.9895833333333334
project_vendor,eunomia.dev,codex,tool_name,write_stdin,2036,324,65,1647,389,0.16709511568123395,0.8089390962671905
