task,dataset,query_family,policy,view,ranker,metric,direction,operations,positives,prevalence,groups,positive_groups,observed,null_mean,null_median,null_p05,null_p95,observed_minus_null_mean,observed_over_null_mean,empirical_p_value,beyond_95pct_null,reps
agentnet_incorrect_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,top5_work,lower,14718,874,0.0594,289,101,0.0014,0.0014,0.0014,0.0014,0.0014,0.0,1.0,1.0,False,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,top5_lift,higher,14718,874,0.0594,289,101,2.4057,0.9968,0.8019,0.0,2.4057,1.4089,2.4135,0.1259,False,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,budget30_recall,higher,14718,874,0.0594,289,101,0.4382,0.3007,0.3009,0.2769,0.3249,0.1375,1.4574,0.0005,True,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,work_to_first_positive,lower,14718,874,0.0594,289,101,0.0007,0.0014,0.0014,0.0003,0.0034,-0.0007,0.5251,0.4878,False,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,average_precision,higher,14718,874,0.0594,289,101,0.0687,0.0595,0.0594,0.0566,0.0625,0.0092,1.155,0.0005,True,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_precision,higher,14718,874,0.0594,289,101,0.0658,0.0593,0.0593,0.0545,0.0642,0.0064,1.1084,0.0215,True,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_recall,higher,14718,874,0.0594,289,101,0.3284,0.2963,0.2963,0.2723,0.3204,0.0321,1.1084,0.0215,True,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_f1,higher,14718,874,0.0594,289,101,0.1096,0.0989,0.0989,0.0909,0.1069,0.0107,1.1084,0.0215,True,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_work,lower,14718,874,0.0594,289,101,0.2965,0.2965,0.2965,0.2965,0.2965,0.0,1.0,1.0,False,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_lift,higher,14718,874,0.0594,289,101,1.1075,0.9992,0.9994,0.9184,1.0805,0.1083,1.1084,0.0215,True,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,budget30_recall,higher,14718,874,0.0594,289,101,0.3307,0.2997,0.2998,0.2746,0.3238,0.031,1.1035,0.0225,True,2000
agentnet_incorrect_step,agentnet,step-quality,operation_stack:width,operation_stack,width,work_to_first_positive,lower,14718,874,0.0594,289,101,0.0821,0.0821,0.0821,0.0821,0.0821,0.0,1.0,1.0,False,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,average_precision,higher,14718,874,0.0594,835,502,0.0799,0.0598,0.0597,0.0567,0.0633,0.0201,1.3363,0.0005,True,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_precision,higher,14718,874,0.0594,835,502,0.1341,0.059,0.061,0.0244,0.0976,0.0751,2.2727,0.0075,True,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_recall,higher,14718,874,0.0594,835,502,0.0126,0.0055,0.0057,0.0023,0.0092,0.007,2.2727,0.0075,True,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_f1,higher,14718,874,0.0594,835,502,0.023,0.0101,0.0105,0.0042,0.0167,0.0129,2.2727,0.0075,True,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_work,lower,14718,874,0.0594,835,502,0.0056,0.0056,0.0056,0.0056,0.0056,0.0,1.0,1.0,False,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_lift,higher,14718,874,0.0594,835,502,2.259,0.994,1.0268,0.4107,1.6429,1.265,2.2727,0.0075,True,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,budget30_recall,higher,14718,874,0.0594,835,502,0.4062,0.3002,0.3009,0.2769,0.3249,0.1059,1.3528,0.0005,True,2000
agentnet_incorrect_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,work_to_first_positive,lower,14718,874,0.0594,835,502,0.0017,0.0016,0.0017,0.0007,0.0041,0.0001,1.0318,0.7876,False,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,average_precision,higher,14718,874,0.0594,65,54,0.0797,0.0596,0.0595,0.0567,0.0627,0.0202,1.3389,0.0005,True,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_precision,higher,14718,874,0.0594,65,54,0.0149,0.0594,0.0597,0.0299,0.097,-0.0444,0.2514,0.996,False,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_recall,higher,14718,874,0.0594,65,54,0.0023,0.0091,0.0092,0.0046,0.0149,-0.0068,0.2514,0.996,False,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_f1,higher,14718,874,0.0594,65,54,0.004,0.0158,0.0159,0.0079,0.0258,-0.0118,0.2514,0.996,False,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_work,lower,14718,874,0.0594,65,54,0.0091,0.0091,0.0091,0.0091,0.0091,0.0,1.0,1.0,False,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_lift,higher,14718,874,0.0594,65,54,0.2513,0.9998,1.0054,0.5027,1.6337,-0.7484,0.2514,0.996,False,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,budget30_recall,higher,14718,874,0.0594,65,54,0.4199,0.2993,0.2986,0.2745,0.3249,0.1206,1.4031,0.0005,True,2000
agentnet_incorrect_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,work_to_first_positive,lower,14718,874,0.0594,65,54,0.0056,0.0057,0.0056,0.0056,0.0056,-0.0,0.998,0.9945,False,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,average_precision,higher,14718,874,0.0594,25,12,0.066,0.0597,0.0596,0.0576,0.0621,0.0064,1.1067,0.0005,True,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_precision,higher,14718,874,0.0594,25,12,0.0521,0.0595,0.0573,0.0312,0.0885,-0.0074,0.8756,0.7136,False,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_recall,higher,14718,874,0.0594,25,12,0.0114,0.0131,0.0126,0.0069,0.0195,-0.0016,0.8756,0.7136,False,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_f1,higher,14718,874,0.0594,25,12,0.0188,0.0214,0.0206,0.0113,0.0319,-0.0027,0.8756,0.7136,False,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_work,lower,14718,874,0.0594,25,12,0.013,0.013,0.013,0.013,0.013,0.0,1.0,1.0,False,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_lift,higher,14718,874,0.0594,25,12,0.8771,1.0017,0.9648,0.5262,1.491,-0.1246,0.8756,0.7136,False,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,budget30_recall,higher,14718,874,0.0594,25,12,0.2838,0.2922,0.2918,0.2666,0.3181,-0.0084,0.9711,0.7046,False,2000
agentnet_incorrect_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,work_to_first_positive,lower,14718,874,0.0594,25,12,0.0041,0.0024,0.001,0.001,0.0041,0.0017,1.7129,0.976,False,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,average_precision,higher,10067,733,0.0728,260,93,0.0875,0.0732,0.0732,0.0694,0.0771,0.0143,1.1953,0.0005,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,top5_precision,higher,10067,733,0.0728,260,93,0.1444,0.0722,0.0667,0.0333,0.1222,0.0722,2.0006,0.013,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,top5_recall,higher,10067,733,0.0728,260,93,0.0177,0.0089,0.0082,0.0041,0.015,0.0089,2.0006,0.013,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,top5_f1,higher,10067,733,0.0728,260,93,0.0316,0.0158,0.0146,0.0073,0.0267,0.0158,2.0006,0.013,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,top5_work,lower,10067,733,0.0728,260,93,0.0089,0.0089,0.0089,0.0089,0.0089,0.0,1.0,1.0,False,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,top5_lift,higher,10067,733,0.0728,260,93,1.9838,0.9916,0.9156,0.4578,1.6786,0.9922,2.0006,0.013,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,budget30_recall,higher,10067,733,0.0728,260,93,0.3533,0.2999,0.3001,0.2715,0.3274,0.0535,1.1783,0.0005,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:query_aware,operation_stack,query_aware,work_to_first_positive,lower,10067,733,0.0728,260,93,0.0051,0.0051,0.0051,0.0051,0.0051,-0.0001,0.9898,0.976,False,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,average_precision,higher,10067,733,0.0728,260,93,0.0863,0.073,0.0729,0.0693,0.0771,0.0133,1.1827,0.0005,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_precision,higher,10067,733,0.0728,260,93,0.0812,0.0728,0.0729,0.0667,0.0794,0.0084,1.1159,0.0175,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_recall,higher,10067,733,0.0728,260,93,0.3588,0.3215,0.322,0.2947,0.3506,0.0373,1.1159,0.0175,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_f1,higher,10067,733,0.0728,260,93,0.1325,0.1187,0.1189,0.1088,0.1295,0.0138,1.1159,0.0175,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_work,lower,10067,733,0.0728,260,93,0.3215,0.3215,0.3215,0.3215,0.3215,0.0,1.0,1.0,False,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,top5_lift,higher,10067,733,0.0728,260,93,1.1159,1.0,1.0013,0.9164,1.0904,0.1159,1.1159,0.0175,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,budget30_recall,higher,10067,733,0.0728,260,93,0.3438,0.3001,0.3001,0.2729,0.3274,0.0437,1.1454,0.006,True,2000
agentnet_redundant_step,agentnet,step-quality,operation_stack:width,operation_stack,width,work_to_first_positive,lower,10067,733,0.0728,260,93,0.0948,0.0948,0.0948,0.0948,0.0948,0.0,1.0,1.0,False,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,average_precision,higher,10067,733,0.0728,549,438,0.0788,0.0733,0.0732,0.0691,0.0778,0.0055,1.0749,0.028,True,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_precision,higher,10067,733,0.0728,549,438,0.1034,0.0716,0.069,0.0345,0.1149,0.0318,1.4443,0.1669,False,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_recall,higher,10067,733,0.0728,549,438,0.0123,0.0085,0.0082,0.0041,0.0136,0.0038,1.4443,0.1669,False,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_f1,higher,10067,733,0.0728,549,438,0.022,0.0152,0.0146,0.0073,0.0244,0.0068,1.4443,0.1669,False,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_work,lower,10067,733,0.0728,549,438,0.0086,0.0086,0.0086,0.0086,0.0086,0.0,1.0,1.0,False,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,top5_lift,higher,10067,733,0.0728,549,438,1.4208,0.9837,0.9472,0.4736,1.5786,0.437,1.4443,0.1669,False,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,budget30_recall,higher,10067,733,0.0728,549,438,0.3302,0.2995,0.2988,0.2729,0.3274,0.0307,1.1024,0.0355,True,2000
agentnet_redundant_step,agentnet,step-quality,fixed_session:query_aware,fixed_session,query_aware,work_to_first_positive,lower,10067,733,0.0728,549,438,0.0013,0.0021,0.0013,0.0013,0.0043,-0.0008,0.6072,0.6217,False,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,average_precision,higher,10067,733,0.0728,57,46,0.0772,0.0733,0.0732,0.0693,0.0776,0.0039,1.0525,0.0655,False,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_precision,higher,10067,733,0.0728,57,46,0.0847,0.0734,0.0738,0.0519,0.0956,0.0113,1.154,0.2209,False,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_recall,higher,10067,733,0.0728,57,46,0.0423,0.0366,0.0368,0.0259,0.0477,0.0056,1.154,0.2209,False,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_f1,higher,10067,733,0.0728,57,46,0.0564,0.0489,0.0491,0.0346,0.0637,0.0075,1.154,0.2209,False,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_work,lower,10067,733,0.0728,57,46,0.0364,0.0364,0.0364,0.0364,0.0364,0.0,1.0,1.0,False,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,top5_lift,higher,10067,733,0.0728,57,46,1.1633,1.008,1.0132,0.713,1.3134,0.1553,1.154,0.2209,False,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,budget30_recall,higher,10067,733,0.0728,57,46,0.3302,0.2996,0.2988,0.2729,0.3274,0.0306,1.102,0.0355,True,2000
agentnet_redundant_step,agentnet,step-quality,dataset_native:query_aware,dataset_native,query_aware,work_to_first_positive,lower,10067,733,0.0728,57,46,0.0016,0.0035,0.0016,0.0016,0.0324,-0.0019,0.4522,0.7106,False,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,average_precision,higher,10067,733,0.0728,25,13,0.0817,0.0731,0.073,0.0704,0.0763,0.0086,1.1173,0.0005,True,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_precision,higher,10067,733,0.0728,25,13,0.0759,0.0725,0.0723,0.0578,0.088,0.0034,1.0463,0.3738,False,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_recall,higher,10067,733,0.0728,25,13,0.0859,0.0821,0.0819,0.0655,0.0996,0.0038,1.0463,0.3738,False,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_f1,higher,10067,733,0.0728,25,13,0.0806,0.077,0.0768,0.0614,0.0934,0.0036,1.0463,0.3738,False,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_work,lower,10067,733,0.0728,25,13,0.0824,0.0824,0.0824,0.0824,0.0824,0.0,1.0,1.0,False,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_lift,higher,10067,733,0.0728,25,13,1.0425,0.9963,0.9928,0.7943,1.2079,0.0461,1.0463,0.3738,False,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,budget30_recall,higher,10067,733,0.0728,25,13,0.2619,0.2967,0.2974,0.2715,0.3233,-0.0347,0.8829,0.986,False,2000
agentnet_redundant_step,agentnet,step-quality,raw_action_stack:query_aware,raw_action_stack,query_aware,work_to_first_positive,lower,10067,733,0.0728,25,13,0.0377,0.0068,0.0015,0.0015,0.0377,0.0309,5.5196,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,average_precision,higher,4011,764,0.1905,173,74,0.2254,0.1908,0.1906,0.1823,0.1999,0.0346,1.1813,0.0005,True,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,top5_precision,higher,4011,764,0.1905,173,74,0.1812,0.1904,0.1903,0.1781,0.2032,-0.0093,0.9512,0.9005,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,top5_recall,higher,4011,764,0.1905,173,74,0.3874,0.4073,0.4071,0.3809,0.4346,-0.0199,0.9512,0.9005,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,top5_f1,higher,4011,764,0.1905,173,74,0.2469,0.2595,0.2594,0.2427,0.2769,-0.0127,0.9512,0.9005,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,top5_work,lower,4011,764,0.1905,173,74,0.4074,0.4074,0.4074,0.4074,0.4074,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,top5_lift,higher,4011,764,0.1905,173,74,0.951,0.9998,0.9992,0.935,1.0667,-0.0487,0.9512,0.9005,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,budget30_recall,higher,4011,764,0.1905,173,74,0.2971,0.2998,0.2997,0.2762,0.3246,-0.0027,0.9911,0.5812,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:query_aware,operation_stack,query_aware,work_to_first_positive,lower,4011,764,0.1905,173,74,0.1311,0.1311,0.1311,0.1311,0.1311,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,average_precision,higher,4011,764,0.1905,173,74,0.2217,0.1908,0.1907,0.1821,0.1998,0.0309,1.1619,0.0005,True,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,top5_precision,higher,4011,764,0.1905,173,74,0.1984,0.1904,0.1905,0.1813,0.1993,0.008,1.042,0.076,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,top5_recall,higher,4011,764,0.1905,173,74,0.5903,0.5665,0.5668,0.5393,0.5929,0.0238,1.042,0.076,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,top5_f1,higher,4011,764,0.1905,173,74,0.297,0.285,0.2851,0.2713,0.2983,0.012,1.042,0.076,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,top5_work,lower,4011,764,0.1905,173,74,0.5667,0.5667,0.5667,0.5667,0.5667,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,top5_lift,higher,4011,764,0.1905,173,74,1.0417,0.9997,1.0001,0.9516,1.0463,0.0419,1.042,0.076,False,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,budget30_recall,higher,4011,764,0.1905,173,74,0.4241,0.3,0.2997,0.2762,0.3233,0.1241,1.4138,0.0005,True,2000
osworld_group_start,osworld-human,human-boundary,operation_stack:width,operation_stack,width,work_to_first_positive,lower,4011,764,0.1905,173,74,0.1331,0.1331,0.1331,0.1331,0.1331,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,average_precision,higher,4011,764,0.1905,320,244,0.2345,0.1916,0.1912,0.1825,0.2017,0.0429,1.224,0.0005,True,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,top5_precision,higher,4011,764,0.1905,320,244,0.3768,0.1943,0.1884,0.1159,0.2754,0.1825,1.9394,0.0015,True,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,top5_recall,higher,4011,764,0.1905,320,244,0.034,0.0175,0.017,0.0105,0.0249,0.0165,1.9394,0.0015,True,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,top5_f1,higher,4011,764,0.1905,320,244,0.0624,0.0322,0.0312,0.0192,0.0456,0.0302,1.9394,0.0015,True,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,top5_work,lower,4011,764,0.1905,320,244,0.0172,0.0172,0.0172,0.0172,0.0172,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,top5_lift,higher,4011,764,0.1905,320,244,1.9783,1.0201,0.9891,0.6087,1.4457,0.9582,1.9394,0.0015,True,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,budget30_recall,higher,4011,764,0.1905,320,244,0.3508,0.3001,0.2997,0.2775,0.3246,0.0507,1.169,0.001,True,2000
osworld_group_start,osworld-human,human-boundary,fixed_session:query_aware,fixed_session,query_aware,work_to_first_positive,lower,4011,764,0.1905,320,244,0.005,0.005,0.005,0.005,0.005,-0.0,0.9909,0.9885,False,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,average_precision,higher,4011,764,0.1905,10,10,0.1977,0.1907,0.1907,0.1845,0.1969,0.007,1.0369,0.0275,True,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,top5_precision,higher,4011,764,0.1905,10,10,0.1973,0.1904,0.1906,0.1838,0.1965,0.0068,1.0358,0.037,True,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,top5_recall,higher,4011,764,0.1905,10,10,0.733,0.7077,0.7081,0.6832,0.7304,0.0253,1.0358,0.037,True,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,top5_f1,higher,4011,764,0.1905,10,10,0.3109,0.3001,0.3003,0.2897,0.3097,0.0107,1.0358,0.037,True,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,top5_work,lower,4011,764,0.1905,10,10,0.7078,0.7078,0.7078,0.7078,0.7078,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,top5_lift,higher,4011,764,0.1905,10,10,1.0356,0.9998,1.0004,0.9652,1.0319,0.0358,1.0358,0.037,True,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,budget30_recall,higher,4011,764,0.1905,10,10,0.2618,0.2963,0.2958,0.2722,0.3207,-0.0345,0.8836,0.9915,False,2000
osworld_group_start,osworld-human,human-boundary,dataset_native:query_aware,dataset_native,query_aware,work_to_first_positive,lower,4011,764,0.1905,10,10,0.0184,0.0184,0.0184,0.0184,0.0184,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,average_precision,higher,4011,764,0.1905,27,15,0.2214,0.1909,0.1906,0.1836,0.1988,0.0306,1.1602,0.0005,True,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_precision,higher,4011,764,0.1905,27,15,0.1725,0.1906,0.1906,0.1806,0.2007,-0.0181,0.905,0.999,False,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_recall,higher,4011,764,0.1905,27,15,0.4725,0.5221,0.5223,0.4948,0.5497,-0.0496,0.905,0.999,False,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_f1,higher,4011,764,0.1905,27,15,0.2527,0.2792,0.2793,0.2646,0.294,-0.0265,0.905,0.999,False,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_work,lower,4011,764,0.1905,27,15,0.5218,0.5218,0.5218,0.5218,0.5218,0.0,1.0,1.0,False,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,top5_lift,higher,4011,764,0.1905,27,15,0.9055,1.0006,1.0008,0.9482,1.0535,-0.095,0.905,0.999,False,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,budget30_recall,higher,4011,764,0.1905,27,15,0.4149,0.2999,0.2997,0.2762,0.3246,0.1151,1.3837,0.0005,True,2000
osworld_group_start,osworld-human,human-boundary,raw_action_stack:query_aware,raw_action_stack,query_aware,work_to_first_positive,lower,4011,764,0.1905,27,15,0.1847,0.1847,0.1847,0.1847,0.1847,0.0,1.0,1.0,False,2000
